% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
2.523	1	1	253	4	1	28	9422
2.524	1	1	253	5	1	28	9422
2.525	1	1	253	6	1	28	9422
2.526	1	1	253	7	1	28	9422
2.527	1	1	253	8	1	28	9422
2.528	1	1	253	9	1	28	9422
2.529	1	1	253	10	1	28	9422
2.53	1	1	254	1	1	28	9422
2.53	2	1	254	1	1	2	573
2.531	1	1	254	2	1	28	9422
2.531	2	1	254	2	1	2	573
2.548	2	1	255	9	1	28	9422
2.549	1	1	255	10	1	28	9422
2.549	2	1	255	10	1	28	9422
2.55	1	1	256	1	1	28	9422
2.55	2	1	256	1	1	28	9422
2.551	1	1	256	2	1	28	9422
2.551	2	1	256	2	1	28	9422
2.555	1	1	256	6	1	28	9422
2.555	2	1	256	6	1	28	9422
2.556	1	1	256	7	1	28	9422
2.557	1	1	256	8	1	28	9422
2.558	1	1	256	9	1	28	9422
2.559	1	1	256	10	1	28	9422
2.56	1	1	257	1	1	28	9422
2.561	1	1	257	2	1	2	573
2.562	1	1	257	3	1	28	9422
2.563	1	1	257	4	1	28	9422
2.564	1	1	257	5	1	28	9422
2.565	1	1	257	6	1	28	9422
2.566	1	1	257	7	1	28	9422
2.566	2	1	257	7	1	2	573
2.584	2	1	259	5	1	28	9422
2.585	1	1	259	6	1	28	9422
2.585	2	1	259	6	1	28	9422
2.586	1	1	259	7	1	28	9422
2.586	2	1	259	7	1	28	9422
2.587	1	1	259	8	1	28	9422
2.591	1	1	260	2	1	28	9422
2.591	2	1	260	2	1	28	9422
2.592	1	1	260	3	1	28	9422
2.593	1	1	260	4	1	28	9422
2.594	1	1	260	5	1	28	9422
2.595	1	1	260	6	1	28	9422
2.596	1	1	260	7	1	28	9422
2.597	1	1	260	8	1	28	9422
2.598	1	1	260	9	1	28	9422
2.599	1	1	260	10	1	28	9422
2.6	1	1	261	1	1	28	9422
2.601	1	1	261	2	1	2	573
2.602	1	1	261	3	1	28	9422
2.602	2	1	261	3	1	2	573
2.603	1	1	261	4	1	28	9422
2.603	2	1	261	4	1	2	573
2.62	2	1	263	1	1	28	9422
2.621	1	1	263	2	1	28	9422
2.621	2	1	263	2	1	28	9422
2.622	1	1	263	3	1	28	9422
2.622	2	1	263	3	1	28	9422
2.623	1	1	263	4	1	28	9422
2.623	2	1	263	4	1	28	9422
2.627	1	1	263	8	1	28	9422
2.627	2	1	263	8	1	28	9422
2.628	1	1	263	9	1	28	9422
2.629	1	1	263	10	1	28	9422
2.63	1	1	264	1	1	28	9422
2.631	1	1	264	2	1	28	9422
2.632	1	1	264	3	1	28	9422
2.633	1	1	264	4	1	28	9422
2.634	1	1	264	5	1	28	9422
2.635	1	1	264	6	1	28	9422
2.636	1	1	264	7	1	28	9422
2.637	1	1	264	8	1	28	9422
2.638	1	1	264	9	1	28	9422
2.638	2	1	264	9	1	28	9422
2.656	2	1	266	7	1	28	9422
2.657	1	1	266	8	1	2	573
2.657	2	1	266	8	1	28	9422
2.658	1	1	266	9	1	2	573
2.658	2	1	266	9	1	28	9422
2.659	1	1	266	10	1	2	573
2.66	1	1	267	1	1	2	573
2.661	1	1	267	2	1	2	573
2.662	1	1	267	3	1	2	573
2.663	1	1	267	4	1	2	573
2.663	2	1	267	4	1	28	9422
2.664	1	1	267	5	1	28	9422
2.665	1	1	267	6	1	28	9422
2.666	1	1	267	7	1	28	9422
2.667	1	1	267	8	1	28	9422
2.668	1	1	267	9	1	28	9422
2.669	1	1	267	10	1	28	9422
2.67	1	1	268	1	1	28	9422
2.671	1	1	268	2	1	28	9422
2.672	1	1	268	3	1	28	9422
2.673	1	1	268	4	1	28	9422
2.674	1	1	268	5	1	28	9422
2.674	2	1	268	5	1	28	9422
2.675	1	1	268	6	1	28	9422
2.675	2	1	268	6	1	28	9422
2.692	2	1	270	3	1	2	573
2.693	1	1	270	4	1	2	573
2.693	2	1	270	4	1	2	573
2.694	1	1	270	5	1	2	573
2.694	2	1	270	5	1	2	573
2.695	1	1	270	6	1	2	573
2.695	2	1	270	6	1	2	573
2.696	1	1	270	7	1	2	573
2.699	1	1	270	10	1	2	573
2.699	2	1	270	10	1	28	9422
2.7	1	1	271	1	1	28	9422
2.701	1	1	271	2	1	28	9422
2.702	1	1	271	3	1	28	9422
2.703	1	1	271	4	1	28	9422
2.704	1	1	271	5	1	28	9422
2.705	1	1	271	6	1	28	9422
2.706	1	1	271	7	1	28	9422
2.707	1	1	271	8	1	28	9422
2.708	1	1	271	9	1	28	9422
2.709	1	1	271	10	1	28	9422
2.71	1	1	272	1	1	28	9422
2.71	2	1	272	1	1	28	9422
2.728	2	1	273	9	1	2	573
2.729	1	1	273	10	1	2	573
2.729	2	1	273	10	1	2	573
2.73	1	1	274	1	1	2	573
2.73	2	1	274	1	1	2	573
2.731	1	1	274	2	1	2	573
2.732	1	1	274	3	1	2	573
2.733	1	1	274	4	1	2	573
2.734	1	1	274	5	1	2	573
2.735	1	1	274	6	1	2	573
2.735	2	1	274	6	1	28	9422
2.736	1	1	274	7	1	28	9422
2.737	1	1	274	8	1	28	9422
2.738	1	1	274	9	1	28	9422
2.739	1	1	274	10	1	28	9422
2.74	1	1	275	1	1	28	9422
2.741	1	1	275	2	1	28	9422
2.742	1	1	275	3	1	28	9422
2.743	1	1	275	4	1	28	9422
2.744	1	1	275	5	1	28	9422
2.745	1	1	275	6	1	28	9422
2.746	1	1	275	7	1	28	9422
2.746	2	1	275	7	1	28	9422
2.747	1	1	275	8	1	28	9422
2.747	2	1	275	8	1	28	9422
2.764	2	1	277	5	1	2	573
2.765	1	1	277	6	1	2	573
2.765	2	1	277	6	1	2	573
2.766	1	1	277	7	1	2	573
2.766	2	1	277	7	1	2	573
2.767	1	1	277	8	1	2	573
2.767	2	1	277	8	1	2	573
2.768	1	1	277	9	1	2	573
2.771	1	1	278	2	1	2	573
2.771	2	1	278	2	1	28	9422
2.772	1	1	278	3	1	28	9422
2.773	1	1	278	4	1	28	9422
2.774	1	1	278	5	1	28	9422
2.775	1	1	278	6	1	28	9422
2.776	1	1	278	7	1	28	9422
2.777	1	1	278	8	1	28	9422
2.778	1	1	278	9	1	28	9422
2.779	1	1	278	10	1	28	9422
2.78	1	1	279	1	1	28	9422
2.781	1	1	279	2	1	28	9422
2.782	1	1	279	3	1	28	9422
2.782	2	1	279	3	1	28	9422
2.8	2	1	281	1	1	28	9422
2.801	1	1	281	2	1	2	573
2.801	2	1	281	2	1	2	573
2.802	1	1	281	3	1	2	573
2.802	2	1	281	3	1	2	573
2.803	1	1	281	4	1	2	573
2.804	1	1	281	5	1	2	573
2.805	1	1	281	6	1	2	573
2.806	1	1	281	7	1	2	573
2.807	1	1	281	8	1	2	573
2.807	2	1	281	8	1	28	9422
2.808	1	1	281	9	1	28	9422
2.809	1	1	281	10	1	28	9422
2.81	1	1	282	1	1	28	9422
2.811	1	1	282	2	1	28	9422
2.812	1	1	282	3	1	28	9422
2.813	1	1	282	4	1	28	9422
2.814	1	1	282	5	1	28	9422
2.815	1	1	282	6	1	28	9422
2.816	1	1	282	7	1	28	9422
2.817	1	1	282	8	1	28	9422
2.818	1	1	282	9	1	28	9422
2.818	2	1	282	9	1	28	9422
2.819	1	1	282	10	1	28	9422
2.819	2	1	282	10	1	28	9422
2.836	2	1	284	7	1	28	9422
2.837	1	1	284	8	1	28	9422
2.837	2	1	284	8	1	28	9422
2.838	1	1	284	9	1	28	9422
2.838	2	1	284	9	1	28	9422
2.839	1	1	284	10	1	28	9422
2.839	2	1	284	10	1	28	9422
2.843	1	1	285	4	1	2	573
2.843	2	1	285	4	1	28	9422
2.844	1	1	285	5	1	28	9422
2.845	1	1	285	6	1	28	9422
2.846	1	1	285	7	1	28	9422
2.847	1	1	285	8	1	28	9422
2.848	1	1	285	9	1	28	9422
2.849	1	1	285	10	1	28	9422
2.85	1	1	286	1	1	28	9422
2.851	1	1	286	2	1	28	9422
2.852	1	1	286	3	1	28	9422
2.853	1	1	286	4	1	28	9422
2.854	1	1	286	5	1	28	9422
2.854	2	1	286	5	1	28	9422
2.872	2	1	288	3	1	28	9422
2.873	1	1	288	4	1	28	9422
2.873	2	1	288	4	1	28	9422
2.874	1	1	288	5	1	28	9422
2.874	2	1	288	5	1	28	9422
2.875	1	1	288	6	1	28	9422
2.879	1	1	288	10	1	28	9422
2.879	2	1	288	10	1	28	9422
2.88	1	1	289	1	1	28	9422
2.881	1	1	289	2	1	2	573
2.882	1	1	289	3	1	28	9422
2.883	1	1	289	4	1	28	9422
2.884	1	1	289	5	1	28	9422
2.885	1	1	289	6	1	28	9422
2.886	1	1	289	7	1	28	9422
2.887	1	1	289	8	1	28	9422
2.888	1	1	289	9	1	28	9422
2.889	1	1	289	10	1	28	9422
2.89	1	1	290	1	1	28	9422
2.89	2	1	290	1	1	2	573
2.891	1	1	290	2	1	28	9422
2.891	2	1	290	2	1	2	573
2.908	2	1	291	9	1	28	9422
2.909	1	1	291	10	1	28	9422
2.909	2	1	291	10	1	28	9422
2.91	1	1	292	1	1	28	9422
2.91	2	1	292	1	1	28	9422
2.911	1	1	292	2	1	28	9422
2.911	2	1	292	2	1	28	9422
2.915	1	1	292	6	1	28	9422
2.915	2	1	292	6	1	28	9422
2.916	1	1	292	7	1	28	9422
2.917	1	1	292	8	1	28	9422
2.918	1	1	292	9	1	28	9422
2.919	1	1	292	10	1	28	9422
2.92	1	1	293	1	1	28	9422
2.921	1	1	293	2	1	2	573
2.922	1	1	293	3	1	28	9422
2.923	1	1	293	4	1	28	9422
2.924	1	1	293	5	1	28	9422
2.925	1	1	293	6	1	28	9422
2.926	1	1	293	7	1	28	9422
2.926	2	1	293	7	1	2	573
2.944	2	1	295	5	1	28	9422
2.945	1	1	295	6	1	28	9422
2.945	2	1	295	6	1	28	9422
2.946	1	1	295	7	1	28	9422
2.946	2	1	295	7	1	28	9422
2.947	1	1	295	8	1	28	9422
2.951	1	1	296	2	1	28	9422
2.951	2	1	296	2	1	28	9422
2.952	1	1	296	3	1	28	9422
2.953	1	1	296	4	1	28	9422
2.954	1	1	296	5	1	28	9422
2.955	1	1	296	6	1	28	9422
2.956	1	1	296	7	1	28	9422
2.957	1	1	296	8	1	28	9422
2.958	1	1	296	9	1	28	9422
2.959	1	1	296	10	1	28	9422
2.96	1	1	297	1	1	28	9422
2.961	1	1	297	2	1	2	573
2.962	1	1	297	3	1	28	9422
2.962	2	1	297	3	1	2	573
2.963	1	1	297	4	1	28	9422
2.963	2	1	297	4	1	2	573
2.98	2	1	299	1	1	28	9422
2.981	1	1	299	2	1	28	9422
2.981	2	1	299	2	1	28	9422
2.982	1	1	299	3	1	28	9422
2.982	2	1	299	3	1	28	9422
2.983	1	1	299	4	1	28	9422
2.983	2	1	299	4	1	28	9422
2.987	1	1	299	8	1	28	9422
2.987	2	1	299	8	1	28	9422
2.988	1	1	299	9	1	28	9422
2.989	1	1	299	10	1	28	9422
2.99	1	1	300	1	1	28	9422
2.991	1	1	300	2	1	28	9422
2.992	1	1	300	3	1	28	9422
2.993	1	1	300	4	1	28	9422
2.994	1	1	300	5	1	28	9422
2.995	1	1	300	6	1	28	9422
2.996	1	1	300	7	1	28	9422
2.997	1	1	300	8	1	28	9422
2.998	1	1	300	9	1	28	9422
2.998	2	1	300	9	1	28	9422
3.016	2	1	302	7	1	28	9422
3.017	1	1	302	8	1	2	573
3.017	2	1	302	8	1	28	9422
3.018	1	1	302	9	1	2	573
3.018	2	1	302	9	1	28	9422
3.019	1	1	302	10	1	2	573
3.02	1	1	303	1	1	2	573
3.021	1	1	303	2	1	2	573
3.022	1	1	303	3	1	2	573
3.023	1	1	303	4	1	2	573
3.023	2	1	303	4	1	28	9422
3.024	1	1	303	5	1	28	9422
3.025	1	1	303	6	1	28	9422
3.026	1	1	303	7	1	28	9422
3.027	1	1	303	8	1	28	9422
3.028	1	1	303	9	1	28	9422
3.029	1	1	303	10	1	28	9422
3.03	1	1	304	1	1	28	9422
3.031	1	1	304	2	1	28	9422
3.032	1	1	304	3	1	28	9422
3.033	1	1	304	4	1	28	9422
3.034	1	1	304	5	1	28	9422
3.034	2	1	304	5	1	28	9422
3.035	1	1	304	6	1	28	9422
3.035	2	1	304	6	1	28	9422
3.052	2	1	306	3	1	2	573
3.053	1	1	306	4	1	2	573
3.053	2	1	306	4	1	2	573
3.054	1	1	306	5	1	2	573
3.054	2	1	306	5	1	2	573
3.055	1	1	306	6	1	2	573
3.055	2	1	306	6	1	2	573
3.056	1	1	306	7	1	2	573
3.059	1	1	306	10	1	2	573
3.059	2	1	306	10	1	28	9422
3.06	1	1	307	1	1	28	9422
3.061	1	1	307	2	1	28	9422
3.062	1	1	307	3	1	28	9422
3.063	1	1	307	4	1	28	9422
3.064	1	1	307	5	1	28	9422
3.065	1	1	307	6	1	28	9422
3.066	1	1	307	7	1	28	9422
3.067	1	1	307	8	1	28	9422
3.068	1	1	307	9	1	28	9422
3.069	1	1	307	10	1	28	9422
3.07	1	1	308	1	1	28	9422
3.07	2	1	308	1	1	28	9422
3.088	2	1	309	9	1	2	573
3.089	1	1	309	10	1	2	573
3.089	2	1	309	10	1	2	573
3.09	1	1	310	1	1	2	573
3.09	2	1	310	1	1	2	573
3.091	1	1	310	2	1	2	573
3.092	1	1	310	3	1	2	573
3.093	1	1	310	4	1	2	573
3.094	1	1	310	5	1	2	573
3.095	1	1	310	6	1	2	573
3.095	2	1	310	6	1	28	9422
3.096	1	1	310	7	1	28	9422
3.097	1	1	310	8	1	28	9422
3.098	1	1	310	9	1	28	9422
3.099	1	1	310	10	1	28	9422
3.1	1	1	311	1	1	28	9422
3.101	1	1	311	2	1	28	9422
3.102	1	1	311	3	1	28	9422
3.103	1	1	311	4	1	28	9422
3.104	1	1	311	5	1	28	9422
3.105	1	1	311	6	1	28	9422
3.106	1	1	311	7	1	28	9422
3.106	2	1	311	7	1	28	9422
3.107	1	1	311	8	1	28	9422
3.107	2	1	311	8	1	28	9422
3.124	2	1	313	5	1	2	573
3.125	1	1	313	6	1	2	573
3.125	2	1	313	6	1	2	573
3.126	1	1	313	7	1	2	573
3.126	2	1	313	7	1	2	573
3.127	1	1	313	8	1	2	573
3.127	2	1	313	8	1	2	573
3.128	1	1	313	9	1	2	573
3.131	1	1	314	2	1	2	573
3.131	2	1	314	2	1	28	9422
3.132	1	1	314	3	1	28	9422
3.133	1	1	314	4	1	28	9422
3.134	1	1	314	5	1	28	9422
3.135	1	1	314	6	1	28	9422
3.136	1	1	314	7	1	28	9422
3.137	1	1	314	8	1	28	9422
3.138	1	1	314	9	1	28	9422
3.139	1	1	314	10	1	28	9422
3.14	1	1	315	1	1	28	9422
3.141	1	1	315	2	1	28	9422
3.142	1	1	315	3	1	28	9422
3.142	2	1	315	3	1	28	9422
3.16	2	1	317	1	1	28	9422
3.161	1	1	317	2	1	2	573
3.161	2	1	317	2	1	2	573
3.162	1	1	317	3	1	2	573
3.162	2	1	317	3	1	2	573
3.163	1	1	317	4	1	2	573
3.164	1	1	317	5	1	2	573
3.165	1	1	317	6	1	2	573
3.166	1	1	317	7	1	2	573
3.167	1	1	317	8	1	2	573
3.167	2	1	317	8	1	28	9422
3.168	1	1	317	9	1	28	9422
3.169	1	1	317	10	1	28	9422
3.17	1	1	318	1	1	28	9422
3.171	1	1	318	2	1	28	9422
3.172	1	1	318	3	1	28	9422
3.173	1	1	318	4	1	28	9422
3.174	1	1	318	5	1	28	9422
3.175	1	1	318	6	1	28	9422
3.176	1	1	318	7	1	28	9422
3.177	1	1	318	8	1	28	9422
3.178	1	1	318	9	1	28	9422
3.178	2	1	318	9	1	28	9422
3.179	1	1	318	10	1	28	9422
3.179	2	1	318	10	1	28	9422
3.196	2	1	320	7	1	28	9422
3.197	1	1	320	8	1	28	9422
3.197	2	1	320	8	1	28	9422
3.198	1	1	320	9	1	28	9422
3.198	2	1	320	9	1	28	9422
3.199	1	1	320	10	1	28	9422
3.199	2	1	320	10	1	28	9422
3.203	1	1	321	4	1	2	573
3.203	2	1	321	4	1	28	9422
3.204	1	1	321	5	1	28	9422
3.205	1	1	321	6	1	28	9422
3.206	1	1	321	7	1	28	9422
3.207	1	1	321	8	1	28	9422
3.208	1	1	321	9	1	28	9422
3.209	1	1	321	10	1	28	9422
3.21	1	1	322	1	1	28	9422
3.211	1	1	322	2	1	28	9422
3.212	1	1	322	3	1	28	9422
3.213	1	1	322	4	1	28	9422
3.214	1	1	322	5	1	28	9422
3.214	2	1	322	5	1	28	9422
3.232	2	1	324	3	1	28	9422
3.233	1	1	324	4	1	28	9422
3.233	2	1	324	4	1	28	9422
3.234	1	1	324	5	1	28	9422
3.234	2	1	324	5	1	28	9422
3.235	1	1	324	6	1	28	9422
3.239	1	1	324	10	1	28	9422
3.239	2	1	324	10	1	28	9422
3.24	1	1	325	1	1	28	9422
3.241	1	1	325	2	1	2	573
3.242	1	1	325	3	1	28	9422
3.243	1	1	325	4	1	28	9422
3.244	1	1	325	5	1	28	9422
3.245	1	1	325	6	1	28	9422
3.246	1	1	325	7	1	28	9422
3.247	1	1	325	8	1	28	9422
3.248	1	1	325	9	1	28	9422
3.249	1	1	325	10	1	28	9422
3.25	1	1	326	1	1	28	9422
3.25	2	1	326	1	1	2	573
3.251	1	1	326	2	1	28	9422
3.251	2	1	326	2	1	2	573
3.268	2	1	327	9	1	28	9422
3.269	1	1	327	10	1	28	9422
3.269	2	1	327	10	1	28	9422
3.27	1	1	328	1	1	28	9422
3.27	2	1	328	1	1	28	9422
3.271	1	1	328	2	1	28	9422
3.271	2	1	328	2	1	28	9422
3.275	1	1	328	6	1	28	9422
3.275	2	1	328	6	1	28	9422
3.276	1	1	328	7	1	28	9422
3.277	1	1	328	8	1	28	9422
3.278	1	1	328	9	1	28	9422
3.279	1	1	328	10	1	28	9422
3.28	1	1	329	1	1	28	9422
3.281	1	1	329	2	1	2	573
3.282	1	1	329	3	1	28	9422
3.283	1	1	329	4	1	28	9422
3.284	1	1	329	5	1	28	9422
3.285	1	1	329	6	1	28	9422
3.286	1	1	329	7	1	28	9422
3.286	2	1	329	7	1	2	573
3.304	2	1	331	5	1	28	9422
3.305	1	1	331	6	1	28	9422
3.305	2	1	331	6	1	28	9422
3.306	1	1	331	7	1	28	9422
3.306	2	1	331	7	1	28	9422
3.307	1	1	331	8	1	28	9422
3.311	1	1	332	2	1	28	9422
3.311	2	1	332	2	1	28	9422
3.312	1	1	332	3	1	28	9422
3.313	1	1	332	4	1	28	9422
3.314	1	1	332	5	1	28	9422
3.315	1	1	332	6	1	28	9422
3.316	1	1	332	7	1	28	9422
3.317	1	1	332	8	1	28	9422
3.318	1	1	332	9	1	28	9422
3.319	1	1	332	10	1	28	9422
3.32	1	1	333	1	1	28	9422
3.321	1	1	333	2	1	2	573
3.322	1	1	333	3	1	28	9422
3.322	2	1	333	3	1	2	573
3.323	1	1	333	4	1	28	9422
3.323	2	1	333	4	1	2	573
3.341	1	1	335	2	1	28	9422
3.341	2	1	335	2	1	28	9422
3.342	1	1	335	3	1	28	9422
3.342	2	1	335	3	1	28	9422
3.343	1	1	335	4	1	28	9422
3.343	2	1	335	4	1	28	9422
3.348	1	1	335	9	1	28	9422
3.348	2	1	335	9	1	28	9422
3.349	1	1	335	10	1	28	9422
3.349	2	1	335	10	1	2	573
3.35	1	1	336	1	1	28	9422
3.351	1	1	336	2	1	28	9422
3.352	1	1	336	3	1	28	9422
3.353	1	1	336	4	1	28	9422
3.354	1	1	336	5	1	28	9422
3.355	1	1	336	6	1	28	9422
3.356	1	1	336	7	1	28	9422
3.357	1	1	336	8	1	28	9422
3.358	1	1	336	9	1	28	9422
3.359	1	1	336	10	1	28	9422
3.359	2	1	336	10	1	2	573
3.379	1	1	338	10	1	2	573
3.38	1	1	339	1	1	2	573
3.381	1	1	339	2	1	2	573
3.382	1	1	339	3	1	2	573
3.383	1	1	339	4	1	2	573
3.384	1	1	339	5	1	2	573
3.384	2	1	339	5	1	28	9422
3.385	1	1	339	6	1	2	573
3.385	2	1	339	6	1	28	9422
3.386	1	1	339	7	1	2	573
3.386	2	1	339	7	1	28	9422
3.387	1	1	339	8	1	2	573
3.387	2	1	339	8	1	28	9422
3.388	1	1	339	9	1	2	573
3.388	2	1	339	9	1	28	9422
3.389	1	1	339	10	1	2	573
3.389	2	1	339	10	1	28	9422
3.39	1	1	340	1	1	2	573
3.39	2	1	340	1	1	28	9422
3.391	1	1	340	2	1	2	573
3.391	2	1	340	2	1	28	9422
3.392	1	1	340	3	1	2	573
3.393	1	1	340	4	1	2	573
3.394	1	1	340	5	1	2	573
3.395	1	1	340	6	1	2	573
3.396	1	1	340	7	1	2	573
3.397	1	1	340	8	1	2	573
3.398	1	1	340	9	1	2	573
3.399	1	1	340	10	1	2	573
3.4	1	1	341	1	1	2	573
3.401	1	1	341	2	1	2	573
3.402	1	1	341	3	1	2	573
3.403	1	1	341	4	1	2	573
3.404	1	1	341	5	1	2	573
3.405	1	1	341	6	1	2	573
3.406	1	1	341	7	1	2	573
3.407	1	1	341	8	1	2	573
3.418	1	1	342	9	1	2	573
3.418	2	1	342	9	1	2	573
3.419	1	1	342	10	1	2	573
3.42	1	1	343	1	1	2	573
3.421	1	1	343	2	1	2	573
3.422	1	1	343	3	1	2	573
3.423	1	1	343	4	1	2	573
3.424	1	1	343	5	1	2	573
3.425	1	1	343	6	1	2	573
3.426	1	1	343	7	1	2	573
3.427	1	1	343	8	1	2	573
3.438	1	1	344	9	1	2	573
3.439	1	1	344	10	1	2	573
3.44	1	1	345	1	1	2	573
3.441	1	1	345	2	1	2	573
3.442	1	1	345	3	1	2	573
3.443	1	1	345	4	1	2	573
3.444	1	1	345	5	1	2	573
3.445	1	1	345	6	1	2	573
3.446	1	1	345	7	1	2	573
3.447	1	1	345	8	1	2	573
3.458	1	1	346	9	1	2	573
3.459	1	1	346	10	1	2	573
3.46	1	1	347	1	1	2	573
3.461	1	1	347	2	1	2	573
3.462	1	1	347	3	1	2	573
3.463	1	1	347	4	1	2	573
3.464	1	1	347	5	1	2	573
3.465	1	1	347	6	1	2	573
3.466	1	1	347	7	1	2	573
3.467	1	1	347	8	1	2	573
3.478	1	1	348	9	1	2	573
3.479	1	1	348	10	1	2	573
3.48	1	1	349	1	1	2	573
3.481	1	1	349	2	1	2	573
3.482	1	1	349	3	1	2	573
3.483	1	1	349	4	1	2	573
3.484	1	1	349	5	1	2	573
3.485	1	1	349	6	1	2	573
3.486	1	1	349	7	1	2	573
3.487	1	1	349	8	1	2	573
3.498	1	1	350	9	1	2	573
3.499	1	1	350	10	1	2	573
3.5	1	1	351	1	1	2	573
3.501	1	1	351	2	1	2	573
3.502	1	1	351	3	1	2	573
3.503	1	1	351	4	1	2	573
3.504	1	1	351	5	1	2	573
3.505	1	1	351	6	1	2	573
3.506	1	1	351	7	1	2	573
3.507	1	1	351	8	1	2	573
3.518	1	1	352	9	1	2	573
3.519	1	1	352	10	1	2	573
3.52	1	1	353	1	1	2	573
3.521	1	1	353	2	1	2	573
3.522	1	1	353	3	1	2	573
3.523	1	1	353	4	1	2	573
3.524	1	1	353	5	1	2	573
3.525	1	1	353	6	1	2	573
3.526	1	1	353	7	1	2	573
3.527	1	1	353	8	1	2	573
3.538	1	1	354	9	1	2	573
3.539	1	1	354	10	1	2	573
3.54	1	1	355	1	1	2	573
3.541	1	1	355	2	1	2	573
3.542	1	1	355	3	1	2	573
3.543	1	1	355	4	1	2	573
3.544	1	1	355	5	1	2	573
3.545	1	1	355	6	1	2	573
3.546	1	1	355	7	1	2	573
3.547	1	1	355	8	1	2	573
3.558	1	1	356	9	1	2	573
3.559	1	1	356	10	1	2	573
3.56	1	1	357	1	1	2	573
3.561	1	1	357	2	1	2	573
3.562	1	1	357	3	1	2	573
3.563	1	1	357	4	1	2	573
3.564	1	1	357	5	1	2	573
3.565	1	1	357	6	1	2	573
3.566	1	1	357	7	1	2	573
3.567	1	1	357	8	1	2	573
3.578	1	1	358	9	1	2	573
3.579	1	1	358	10	1	2	573
3.58	1	1	359	1	1	2	573
3.581	1	1	359	2	1	2	573
3.582	1	1	359	3	1	2	573
3.583	1	1	359	4	1	2	573
3.584	1	1	359	5	1	2	573
3.585	1	1	359	6	1	2	573
3.586	1	1	359	7	1	2	573
3.587	1	1	359	8	1	2	573
3.598	1	1	360	9	1	2	573
3.599	1	1	360	10	1	2	573
3.6	1	1	361	1	1	2	573
3.601	1	1	361	2	1	2	573
3.602	1	1	361	3	1	2	573
3.603	1	1	361	4	1	2	573
3.604	1	1	361	5	1	2	573
3.605	1	1	361	6	1	2	573
3.606	1	1	361	7	1	2	573
3.607	1	1	361	8	1	2	573
3.618	1	1	362	9	1	2	573
3.619	1	1	362	10	1	2	573
3.62	1	1	363	1	1	2	573
3.621	1	1	363	2	1	2	573
3.622	1	1	363	3	1	2	573
3.623	1	1	363	4	1	2	573
3.624	1	1	363	5	1	2	573
3.625	1	1	363	6	1	2	573
3.626	1	1	363	7	1	2	573
3.627	1	1	363	8	1	2	573
3.638	1	1	364	9	1	2	573
3.639	1	1	364	10	1	2	573
3.64	1	1	365	1	1	2	573
3.641	1	1	365	2	1	2	573
3.642	1	1	365	3	1	2	573
3.643	1	1	365	4	1	2	573
3.644	1	1	365	5	1	2	573
3.645	1	1	365	6	1	2	573
3.646	1	1	365	7	1	2	573
3.647	1	1	365	8	1	2	573
3.658	1	1	366	9	1	2	573
3.659	1	1	366	10	1	2	573
3.66	1	1	367	1	1	2	573
3.661	1	1	367	2	1	2	573
3.662	1	1	367	3	1	2	573
3.663	1	1	367	4	1	2	573
3.664	1	1	367	5	1	2	573
3.665	1	1	367	6	1	2	573
3.666	1	1	367	7	1	2	573
3.667	1	1	367	8	1	2	573
3.678	1	1	368	9	1	2	573
3.679	1	1	368	10	1	2	573
3.68	1	1	369	1	1	2	573
3.681	1	1	369	2	1	2	573
3.682	1	1	369	3	1	2	573
3.683	1	1	369	4	1	2	573
3.684	1	1	369	5	1	2	573
3.685	1	1	369	6	1	2	573
3.686	1	1	369	7	1	2	573
3.687	1	1	369	8	1	2	573
3.698	1	1	370	9	1	2	573
3.699	1	1	370	10	1	2	573
3.7	1	1	371	1	1	2	573
3.701	1	1	371	2	1	2	573
3.702	1	1	371	3	1	2	573
3.703	1	1	371	4	1	2	573
3.704	1	1	371	5	1	2	573
3.705	1	1	371	6	1	2	573
3.706	1	1	371	7	1	2	573
3.707	1	1	371	8	1	2	573
3.718	1	1	372	9	1	2	573
3.719	1	1	372	10	1	2	573
3.72	1	1	373	1	1	2	573
3.721	1	1	373	2	1	2	573
3.722	1	1	373	3	1	2	573
3.723	1	1	373	4	1	2	573
3.724	1	1	373	5	1	2	573
3.725	1	1	373	6	1	2	573
3.726	1	1	373	7	1	2	573
3.727	1	1	373	8	1	2	573
3.738	1	1	374	9	1	2	573
3.739	1	1	374	10	1	2	573
3.74	1	1	375	1	1	2	573
3.741	1	1	375	2	1	2	573
3.742	1	1	375	3	1	2	573
3.743	1	1	375	4	1	2	573
3.744	1	1	375	5	1	2	573
3.745	1	1	375	6	1	2	573
3.746	1	1	375	7	1	2	573
3.747	1	1	375	8	1	2	573
3.758	1	1	376	9	1	2	573
3.759	1	1	376	10	1	2	573
3.76	1	1	377	1	1	2	573
3.761	1	1	377	2	1	2	573
3.762	1	1	377	3	1	2	573
3.763	1	1	377	4	1	2	573
3.764	1	1	377	5	1	2	573
3.765	1	1	377	6	1	2	573
3.766	1	1	377	7	1	2	573
3.767	1	1	377	8	1	2	573
3.778	1	1	378	9	1	2	573
3.779	1	1	378	10	1	2	573
3.78	1	1	379	1	1	2	573
3.781	1	1	379	2	1	2	573
3.782	1	1	379	3	1	2	573
3.783	1	1	379	4	1	2	573
3.784	1	1	379	5	1	2	573
