2.333	9520
2.334	8160
2.335	9520
2.336	9520
2.337	8160
2.338	9520
2.339	9520
2.34	8160
2.341	9520
2.342	9520
2.343	2720
2.368	8160
2.369	9520
2.37	8160
2.371	9520
2.372	9520
2.373	8160
2.374	9520
2.375	9520
2.376	8160
2.377	9520
2.378	9520
2.379	8160
2.38	9520
2.381	9520
2.382	4080
2.399	1360
2.4	8160
2.401	9520
2.402	8160
2.406	8160
2.407	9520
2.408	8160
2.409	9520
2.41	9520
2.411	8160
2.412	9520
2.413	9520
2.414	8160
2.415	9520
2.416	9520
2.417	4080
2.435	1360
2.436	8160
2.437	9520
2.442	8160
2.443	9520
2.444	9520
2.445	8160
2.446	9520
2.447	9520
2.448	8160
2.449	9520
2.45	9520
2.451	8160
2.452	9520
2.453	9520
2.454	2720
2.471	1360
2.472	8160
2.473	9520
2.474	8160
2.478	9520
2.479	9520
2.48	8160
2.481	9520
2.482	9520
2.483	8160
2.484	9520
2.485	9520
2.486	8160
2.487	9520
2.488	9520
2.489	2720
2.507	1360
2.508	8160
2.509	9520
2.514	8160
2.515	9520
2.516	9520
2.517	8160
2.518	9520
2.519	9520
2.52	8160
2.521	9520
2.522	9520
2.523	8160
2.524	9520
2.525	9520
2.526	2720
2.543	1360
2.544	8160
2.545	9520
2.546	8160
2.55	9520
2.551	9520
2.552	8160
2.553	9520
2.554	9520
2.555	8160
2.556	9520
2.557	9520
2.558	8160
2.559	9520
2.56	9520
2.561	2720
2.579	1360
2.58	8160
2.581	9520
2.586	8160
2.587	9520
2.588	9520
2.589	8160
2.59	9520
2.591	9520
2.592	8160
2.593	9520
2.594	9520
2.595	8160
2.596	9520
2.597	9520
2.598	2720
2.615	1360
2.616	8160
2.617	9520
2.618	8160
2.622	9520
2.623	9520
2.624	8160
2.625	9520
2.626	9520
2.627	8160
2.628	9520
2.629	9520
2.63	8160
2.631	9520
2.632	9520
2.633	2720
2.651	1360
2.652	8160
2.653	9520
2.658	8160
2.659	9520
2.66	9520
2.661	8160
2.662	9520
2.663	9520
2.664	8160
2.665	9520
2.666	9520
2.667	8160
2.668	9520
2.669	9520
2.67	2720
2.687	1360
2.688	8160
2.689	9520
2.69	8160
2.694	9520
2.695	9520
2.696	8160
2.697	9520
2.698	9520
2.699	8160
2.7	9520
2.701	9520
2.702	8160
2.703	9520
2.704	9520
2.705	2720
2.723	1360
2.724	8160
2.725	9520
2.73	8160
2.731	9520
2.732	9520
2.733	8160
2.734	9520
2.735	9520
2.736	8160
2.737	9520
2.738	9520
2.739	8160
2.74	9520
2.741	9520
2.742	2720
2.759	1360
2.76	8160
2.761	9520
2.762	8160
2.766	9520
2.767	9520
2.768	8160
2.769	9520
2.77	9520
2.771	8160
2.772	9520
2.773	9520
2.774	8160
2.775	9520
2.776	9520
2.777	2720
2.795	1360
2.796	8160
2.797	9520
2.802	8160
2.803	9520
2.804	9520
2.805	8160
2.806	9520
2.807	9520
2.808	8160
2.809	9520
2.81	9520
2.811	8160
2.812	9520
2.813	9520
2.814	2720
2.831	1360
2.832	8160
2.833	9520
2.834	8160
2.838	9520
2.839	9520
2.84	8160
2.841	9520
2.842	9520
2.843	8160
2.844	9520
2.845	9520
2.846	8160
2.847	9520
2.848	9520
2.849	2720
2.867	1360
2.868	8160
2.869	9520
2.874	8160
2.875	9520
2.876	9520
2.877	8160
2.878	9520
2.879	9520
2.88	8160
2.881	9520
2.882	9520
2.883	8160
2.884	9520
2.885	9520
2.886	2720
2.903	1360
2.904	8160
2.905	9520
2.906	8160
2.91	9520
2.911	9520
2.912	8160
2.913	9520
2.914	9520
2.915	8160
2.916	9520
2.917	9520
2.918	8160
2.919	9520
2.92	9520
2.921	2720
2.939	1360
2.94	8160
2.941	9520
2.946	8160
2.947	9520
2.948	9520
2.949	8160
2.95	9520
2.951	9520
2.952	8160
2.953	9520
2.954	9520
2.955	8160
2.956	9520
2.957	9520
2.958	2720
2.975	1360
2.976	8160
2.977	9520
2.978	8160
2.982	9520
2.983	9520
2.984	8160
2.985	9520
2.986	9520
2.987	8160
2.988	9520
2.989	9520
2.99	8160
2.991	9520
2.992	9520
2.993	2720
3.011	1360
3.012	8160
3.013	9520
3.018	8160
3.019	9520
3.02	9520
3.021	8160
3.022	9520
3.023	9520
3.024	8160
3.025	9520
3.026	9520
3.027	8160
3.028	9520
3.029	9520
3.03	2720
3.047	1360
3.048	8160
3.049	9520
3.05	8160
3.054	9520
3.055	9520
3.056	8160
3.057	9520
3.058	9520
3.059	8160
3.06	9520
3.061	9520
3.062	8160
3.063	9520
3.064	9520
3.065	2720
3.083	1360
3.084	8160
3.085	9520
3.09	8160
3.091	9520
3.092	9520
3.093	8160
3.094	9520
3.095	9520
3.096	8160
3.097	9520
3.098	9520
3.099	8160
3.1	9520
3.101	9520
3.102	2720
3.119	1360
3.12	8160
3.121	9520
3.122	8160
3.126	9520
3.127	9520
3.128	8160
3.129	9520
3.13	9520
3.131	8160
3.132	9520
3.133	9520
3.134	8160
3.135	9520
3.136	9520
3.137	2720
3.155	1360
3.156	8160
3.157	9520
3.162	8160
3.163	9520
3.164	9520
3.165	8160
3.166	9520
3.167	9520
3.168	8160
3.169	9520
3.17	9520
3.171	8160
3.172	9520
3.173	9520
3.174	2720
3.191	1360
3.192	8160
3.193	9520
3.194	8160
3.198	9520
3.199	9520
3.2	8160
3.201	9520
3.202	9520
3.203	8160
3.204	9520
3.205	9520
3.206	8160
3.207	9520
3.208	9520
3.209	2720
3.227	1360
3.228	8160
3.229	9520
3.234	8160
3.235	9520
3.236	9520
3.237	8160
3.238	9520
3.239	9520
3.24	8160
3.241	9520
3.242	9520
3.243	8160
3.244	9520
3.245	9520
3.246	2720
3.263	1360
3.264	8160
3.265	9520
3.266	8160
3.27	9520
3.271	9520
3.272	8160
3.273	9520
3.274	9520
3.275	8160
3.276	9520
3.277	9520
3.278	8160
3.279	9520
3.28	9520
3.281	2720
3.299	1360
3.3	8160
3.301	9520
3.306	8160
3.307	9520
3.308	9520
3.309	8160
3.31	9520
3.311	9520
3.312	8160
3.313	9520
3.314	9520
3.315	8160
3.316	9520
3.317	9520
3.318	2720
3.336	8160
3.337	9520
3.338	8160
3.343	9520
3.344	9520
3.345	8160
3.346	9520
3.347	9520
3.348	8160
3.349	9520
3.35	9520
3.351	8160
3.352	9520
3.353	9520
3.354	4080
3.379	8160
3.38	9520
3.381	8160
3.382	9520
3.383	9520
3.384	8160
3.385	9520
3.386	9520
3.387	8160
3.388	9520
3.389	9520
3.39	8160
3.391	9520
3.392	9520
