% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
2926	1	1	1	0	28	9422	0	1
2927	1	1	1	0	2	573	0	1
2928	1	1	1	0	28	9422	0	1
2929	1	1	1	0	28	9422	0	1
2930	1	1	1	0	28	9422	0	1
2931	1	1	1	0	28	9422	0	1
2932	1	1	1	0	28	9422	0	1
2951	1	1	1	0	28	9422	0	1
2952	1	1	1	0	28	9422	0	1
2953	1	1	1	0	28	9422	0	1
2957	1	1	1	0	28	9422	0	1
2958	1	1	1	0	28	9422	0	1
2959	1	1	1	0	28	9422	0	1
2960	1	1	1	0	28	9422	0	1
2961	1	1	1	0	28	9422	0	1
2962	1	1	1	0	28	9422	0	1
2963	1	1	1	0	28	9422	0	1
2964	1	1	1	0	28	9422	0	1
2965	1	1	1	0	28	9422	0	1
2966	1	1	1	0	28	9422	0	1
2967	1	1	1	0	2	573	0	1
2968	1	1	1	0	28	9422	0	1
2969	1	1	1	0	28	9422	0	1
2987	1	1	1	0	28	9422	0	1
2988	1	1	1	0	28	9422	0	1
2989	1	1	1	0	28	9422	0	1
2993	1	1	1	0	28	9422	0	1
2994	1	1	1	0	28	9422	0	1
2995	1	1	1	0	28	9422	0	1
2996	1	1	1	0	28	9422	0	1
2997	1	1	1	0	28	9422	0	1
2998	1	1	1	0	28	9422	0	1
2999	1	1	1	0	28	9422	0	1
3000	1	1	1	0	28	9422	0	1
3001	1	1	1	0	28	9422	0	1
3002	1	1	1	0	28	9422	0	1
3003	1	1	1	0	28	9422	0	1
3004	1	1	1	0	28	9422	0	1
3023	1	1	1	0	2	573	0	1
3024	1	1	1	0	2	573	0	1
3025	1	1	1	0	2	573	0	1
3026	1	1	1	0	2	573	0	1
3027	1	1	1	0	2	573	0	1
3028	1	1	1	0	2	573	0	1
3029	1	1	1	0	2	573	0	1
3030	1	1	1	0	28	9422	0	1
3031	1	1	1	0	28	9422	0	1
3032	1	1	1	0	28	9422	0	1
3033	1	1	1	0	28	9422	0	1
3034	1	1	1	0	28	9422	0	1
3035	1	1	1	0	28	9422	0	1
3036	1	1	1	0	28	9422	0	1
3037	1	1	1	0	28	9422	0	1
3038	1	1	1	0	28	9422	0	1
3039	1	1	1	0	28	9422	0	1
3040	1	1	1	0	28	9422	0	1
3041	1	1	1	0	28	9422	0	1
3059	1	1	1	0	2	573	0	1
3060	1	1	1	0	2	573	0	1
3061	1	1	1	0	2	573	0	1
3062	1	1	1	0	2	573	0	1
3065	1	1	1	0	2	573	0	1
3066	1	1	1	0	28	9422	0	1
3067	1	1	1	0	28	9422	0	1
3068	1	1	1	0	28	9422	0	1
3069	1	1	1	0	28	9422	0	1
3070	1	1	1	0	28	9422	0	1
3071	1	1	1	0	28	9422	0	1
3072	1	1	1	0	28	9422	0	1
3073	1	1	1	0	28	9422	0	1
3074	1	1	1	0	28	9422	0	1
3075	1	1	1	0	28	9422	0	1
3076	1	1	1	0	28	9422	0	1
3095	1	1	1	0	2	573	0	1
3096	1	1	1	0	2	573	0	1
3097	1	1	1	0	2	573	0	1
3098	1	1	1	0	2	573	0	1
3099	1	1	1	0	2	573	0	1
3100	1	1	1	0	2	573	0	1
3101	1	1	1	0	2	573	0	1
3102	1	1	1	0	28	9422	0	1
3103	1	1	1	0	28	9422	0	1
3104	1	1	1	0	28	9422	0	1
3105	1	1	1	0	28	9422	0	1
3106	1	1	1	0	28	9422	0	1
3107	1	1	1	0	28	9422	0	1
3108	1	1	1	0	28	9422	0	1
3109	1	1	1	0	28	9422	0	1
3110	1	1	1	0	28	9422	0	1
3111	1	1	1	0	28	9422	0	1
3112	1	1	1	0	28	9422	0	1
3113	1	1	1	0	28	9422	0	1
3131	1	1	1	0	2	573	0	1
3132	1	1	1	0	2	573	0	1
3133	1	1	1	0	2	573	0	1
3134	1	1	1	0	2	573	0	1
3137	1	1	1	0	2	573	0	1
3138	1	1	1	0	28	9422	0	1
3139	1	1	1	0	28	9422	0	1
3140	1	1	1	0	28	9422	0	1
3141	1	1	1	0	28	9422	0	1
3142	1	1	1	0	28	9422	0	1
3143	1	1	1	0	28	9422	0	1
3144	1	1	1	0	28	9422	0	1
3145	1	1	1	0	28	9422	0	1
3146	1	1	1	0	28	9422	0	1
3147	1	1	1	0	28	9422	0	1
3148	1	1	1	0	28	9422	0	1
3167	1	1	1	0	2	573	0	1
3168	1	1	1	0	2	573	0	1
3169	1	1	1	0	2	573	0	1
3170	1	1	1	0	2	573	0	1
3171	1	1	1	0	2	573	0	1
3172	1	1	1	0	2	573	0	1
3173	1	1	1	0	2	573	0	1
3174	1	1	1	0	28	9422	0	1
3175	1	1	1	0	28	9422	0	1
3176	1	1	1	0	28	9422	0	1
3177	1	1	1	0	28	9422	0	1
3178	1	1	1	0	28	9422	0	1
3179	1	1	1	0	28	9422	0	1
3180	1	1	1	0	28	9422	0	1
3181	1	1	1	0	28	9422	0	1
3182	1	1	1	0	28	9422	0	1
3183	1	1	1	0	28	9422	0	1
3184	1	1	1	0	28	9422	0	1
3185	1	1	1	0	28	9422	0	1
3203	1	1	1	0	28	9422	0	1
3204	1	1	1	0	28	9422	0	1
3205	1	1	1	0	28	9422	0	1
3209	1	1	1	0	2	573	0	1
3210	1	1	1	0	28	9422	0	1
3211	1	1	1	0	28	9422	0	1
3212	1	1	1	0	28	9422	0	1
3213	1	1	1	0	28	9422	0	1
3214	1	1	1	0	28	9422	0	1
3215	1	1	1	0	28	9422	0	1
3216	1	1	1	0	28	9422	0	1
3217	1	1	1	0	28	9422	0	1
3218	1	1	1	0	28	9422	0	1
3219	1	1	1	0	28	9422	0	1
3220	1	1	1	0	28	9422	0	1
3239	1	1	1	0	28	9422	0	1
3240	1	1	1	0	28	9422	0	1
3241	1	1	1	0	28	9422	0	1
3245	1	1	1	0	28	9422	0	1
3246	1	1	1	0	28	9422	0	1
3247	1	1	1	0	2	573	0	1
3248	1	1	1	0	28	9422	0	1
3249	1	1	1	0	28	9422	0	1
3250	1	1	1	0	28	9422	0	1
3251	1	1	1	0	28	9422	0	1
3252	1	1	1	0	28	9422	0	1
3253	1	1	1	0	28	9422	0	1
3254	1	1	1	0	28	9422	0	1
3255	1	1	1	0	28	9422	0	1
3256	1	1	1	0	28	9422	0	1
3257	1	1	1	0	28	9422	0	1
3275	1	1	1	0	28	9422	0	1
3276	1	1	1	0	28	9422	0	1
3277	1	1	1	0	28	9422	0	1
3281	1	1	1	0	28	9422	0	1
3282	1	1	1	0	28	9422	0	1
3283	1	1	1	0	28	9422	0	1
3284	1	1	1	0	28	9422	0	1
3285	1	1	1	0	28	9422	0	1
3286	1	1	1	0	28	9422	0	1
3287	1	1	1	0	2	573	0	1
3288	1	1	1	0	28	9422	0	1
3289	1	1	1	0	28	9422	0	1
3290	1	1	1	0	28	9422	0	1
3291	1	1	1	0	28	9422	0	1
3292	1	1	1	0	28	9422	0	1
3311	1	1	1	0	28	9422	0	1
3312	1	1	1	0	28	9422	0	1
3313	1	1	1	0	28	9422	0	1
3317	1	1	1	0	28	9422	0	1
3318	1	1	1	0	28	9422	0	1
3319	1	1	1	0	28	9422	0	1
3320	1	1	1	0	28	9422	0	1
3321	1	1	1	0	28	9422	0	1
3322	1	1	1	0	28	9422	0	1
3323	1	1	1	0	28	9422	0	1
3324	1	1	1	0	28	9422	0	1
3325	1	1	1	0	28	9422	0	1
3326	1	1	1	0	28	9422	0	1
3327	1	1	1	0	2	573	0	1
3328	1	1	1	0	28	9422	0	1
3329	1	1	1	0	28	9422	0	1
3347	1	1	1	0	28	9422	0	1
3348	1	1	1	0	28	9422	0	1
3349	1	1	1	0	28	9422	0	1
3354	1	1	1	0	28	9422	0	0
3355	1	1	1	0	28	9422	0	1
3356	1	1	1	0	28	9422	0	1
3357	1	1	1	0	28	9422	0	1
3358	1	1	1	0	28	9422	0	1
3359	1	1	1	0	28	9422	0	1
3360	1	1	1	0	28	9422	0	1
3361	1	1	1	0	28	9422	0	1
3362	1	1	1	0	28	9422	0	1
3363	1	1	1	0	28	9422	0	1
3364	1	1	1	0	28	9422	0	1
3365	1	1	1	0	28	9422	0	1
3385	1	1	1	0	2	573	0	1
3386	1	1	1	0	2	573	0	1
3387	1	1	1	0	2	573	0	1
3388	1	1	1	0	2	573	0	1
3389	1	1	1	0	2	573	0	1
3390	1	1	1	0	2	573	0	1
3391	1	1	1	0	2	573	0	1
3392	1	1	1	0	2	573	0	1
3393	1	1	1	0	2	573	0	1
3394	1	1	1	0	2	573	0	1
3395	1	1	1	0	2	573	0	1
3396	1	1	1	0	2	573	0	1
3397	1	1	1	0	2	573	0	1
3398	1	1	1	0	2	573	0	1
3399	1	1	1	0	2	573	0	1
3400	1	1	1	0	2	573	0	1
3401	1	1	1	0	2	573	0	1
3402	1	1	1	0	2	573	0	1
3403	1	1	1	0	2	573	0	1
3404	1	1	1	0	2	573	0	1
3405	1	1	1	0	2	573	0	1
3406	1	1	1	0	2	573	0	1
3407	1	1	1	0	2	573	0	1
3408	1	1	1	0	2	573	0	1
3409	1	1	1	0	2	573	0	1
3410	1	1	1	0	2	573	0	1
3411	1	1	1	0	2	573	0	1
3412	1	1	1	0	2	573	0	1
3413	1	1	1	0	2	573	0	1
3424	1	1	1	0	2	573	0	1
3425	1	1	1	0	2	573	0	1
3426	1	1	1	0	2	573	0	1
3427	1	1	1	0	2	573	0	1
3428	1	1	1	0	2	573	0	1
3429	1	1	1	0	2	573	0	1
3430	1	1	1	0	2	573	0	1
3431	1	1	1	0	2	573	0	1
3432	1	1	1	0	2	573	0	1
3433	1	1	1	0	2	573	0	1
3444	1	1	1	0	2	573	0	1
3445	1	1	1	0	2	573	0	1
3446	1	1	1	0	2	573	0	1
3447	1	1	1	0	2	573	0	1
3448	1	1	1	0	2	573	0	1
3449	1	1	1	0	2	573	0	1
3450	1	1	1	0	2	573	0	1
3451	1	1	1	0	2	573	0	1
3452	1	1	1	0	2	573	0	1
3453	1	1	1	0	2	573	0	1
3464	1	1	1	0	2	573	0	1
3465	1	1	1	0	2	573	0	1
3466	1	1	1	0	2	573	0	1
3467	1	1	1	0	2	573	0	1
3468	1	1	1	0	2	573	0	1
3469	1	1	1	0	2	573	0	1
3470	1	1	1	0	2	573	0	1
3471	1	1	1	0	2	573	0	1
3472	1	1	1	0	2	573	0	1
3473	1	1	1	0	2	573	0	1
3484	1	1	1	0	2	573	0	1
3485	1	1	1	0	2	573	0	1
3486	1	1	1	0	2	573	0	1
3487	1	1	1	0	2	573	0	1
3488	1	1	1	0	2	573	0	1
3489	1	1	1	0	2	573	0	1
3490	1	1	1	0	2	573	0	1
3491	1	1	1	0	2	573	0	1
3492	1	1	1	0	2	573	0	1
3493	1	1	1	0	2	573	0	1
3504	1	1	1	0	2	573	0	1
3505	1	1	1	0	2	573	0	1
3506	1	1	1	0	2	573	0	1
3507	1	1	1	0	2	573	0	1
3508	1	1	1	0	2	573	0	1
3509	1	1	1	0	2	573	0	1
3510	1	1	1	0	2	573	0	1
3511	1	1	1	0	2	573	0	1
3512	1	1	1	0	2	573	0	1
3513	1	1	1	0	2	573	0	1
3524	1	1	1	0	2	573	0	1
3525	1	1	1	0	2	573	0	1
3526	1	1	1	0	2	573	0	1
3527	1	1	1	0	2	573	0	1
3528	1	1	1	0	2	573	0	1
3529	1	1	1	0	2	573	0	1
3530	1	1	1	0	2	573	0	1
3531	1	1	1	0	2	573	0	1
3532	1	1	1	0	2	573	0	1
3533	1	1	1	0	2	573	0	1
3544	1	1	1	0	2	573	0	1
3545	1	1	1	0	2	573	0	1
3546	1	1	1	0	2	573	0	1
3547	1	1	1	0	2	573	0	1
3548	1	1	1	0	2	573	0	1
3549	1	1	1	0	2	573	0	1
3550	1	1	1	0	2	573	0	1
3551	1	1	1	0	2	573	0	1
3552	1	1	1	0	2	573	0	1
3553	1	1	1	0	2	573	0	1
3564	1	1	1	0	2	573	0	1
3565	1	1	1	0	2	573	0	1
3566	1	1	1	0	2	573	0	1
3567	1	1	1	0	2	573	0	1
3568	1	1	1	0	2	573	0	1
3569	1	1	1	0	2	573	0	1
3570	1	1	1	0	2	573	0	1
3571	1	1	1	0	2	573	0	1
3572	1	1	1	0	2	573	0	1
3573	1	1	1	0	2	573	0	1
3584	1	1	1	0	2	573	0	1
3585	1	1	1	0	2	573	0	1
3586	1	1	1	0	2	573	0	1
3587	1	1	1	0	2	573	0	1
3588	1	1	1	0	2	573	0	1
3589	1	1	1	0	2	573	0	1
3590	1	1	1	0	2	573	0	1
3591	1	1	1	0	2	573	0	1
3592	1	1	1	0	2	573	0	1
3593	1	1	1	0	2	573	0	1
3604	1	1	1	0	2	573	0	1
3605	1	1	1	0	2	573	0	1
3606	1	1	1	0	2	573	0	1
3607	1	1	1	0	2	573	0	1
3608	1	1	1	0	2	573	0	1
3609	1	1	1	0	2	573	0	1
3610	1	1	1	0	2	573	0	1
3611	1	1	1	0	2	573	0	1
3612	1	1	1	0	2	573	0	1
3613	1	1	1	0	2	573	0	1
3624	1	1	1	0	2	573	0	1
3625	1	1	1	0	2	573	0	1
3626	1	1	1	0	2	573	0	1
3627	1	1	1	0	2	573	0	1
3628	1	1	1	0	2	573	0	1
3629	1	1	1	0	2	573	0	1
3630	1	1	1	0	2	573	0	1
3631	1	1	1	0	2	573	0	1
3632	1	1	1	0	2	573	0	1
3633	1	1	1	0	2	573	0	1
3644	1	1	1	0	2	573	0	1
3645	1	1	1	0	2	573	0	1
3646	1	1	1	0	2	573	0	1
3647	1	1	1	0	2	573	0	1
3648	1	1	1	0	2	573	0	1
3649	1	1	1	0	2	573	0	1
3650	1	1	1	0	2	573	0	1
3651	1	1	1	0	2	573	0	1
3652	1	1	1	0	2	573	0	1
3653	1	1	1	0	2	573	0	1
3664	1	1	1	0	2	573	0	1
3665	1	1	1	0	2	573	0	1
3666	1	1	1	0	2	573	0	1
3667	1	1	1	0	2	573	0	1
3668	1	1	1	0	2	573	0	1
3669	1	1	1	0	2	573	0	1
3670	1	1	1	0	2	573	0	1
3671	1	1	1	0	2	573	0	1
3672	1	1	1	0	2	573	0	1
3673	1	1	1	0	2	573	0	1
3684	1	1	1	0	2	573	0	1
3685	1	1	1	0	2	573	0	1
3686	1	1	1	0	2	573	0	1
3687	1	1	1	0	2	573	0	1
3688	1	1	1	0	2	573	0	1
3689	1	1	1	0	2	573	0	1
3690	1	1	1	0	2	573	0	1
3691	1	1	1	0	2	573	0	1
3692	1	1	1	0	2	573	0	1
3693	1	1	1	0	2	573	0	1
3704	1	1	1	0	2	573	0	1
3705	1	1	1	0	2	573	0	1
3706	1	1	1	0	2	573	0	1
3707	1	1	1	0	2	573	0	1
3708	1	1	1	0	2	573	0	1
3709	1	1	1	0	2	573	0	1
3710	1	1	1	0	2	573	0	1
3711	1	1	1	0	2	573	0	1
3712	1	1	1	0	2	573	0	1
3713	1	1	1	0	2	573	0	1
3724	1	1	1	0	2	573	0	1
3725	1	1	1	0	2	573	0	1
3726	1	1	1	0	2	573	0	1
3727	1	1	1	0	2	573	0	1
3728	1	1	1	0	2	573	0	1
3729	1	1	1	0	2	573	0	1
3730	1	1	1	0	2	573	0	1
3731	1	1	1	0	2	573	0	1
3732	1	1	1	0	2	573	0	1
3733	1	1	1	0	2	573	0	1
3744	1	1	1	0	2	573	0	1
3745	1	1	1	0	2	573	0	1
3746	1	1	1	0	2	573	0	1
3747	1	1	1	0	2	573	0	1
3748	1	1	1	0	2	573	0	1
3749	1	1	1	0	2	573	0	1
3750	1	1	1	0	2	573	0	1
3751	1	1	1	0	2	573	0	1
3752	1	1	1	0	2	573	0	1
3753	1	1	1	0	2	573	0	1
3764	1	1	1	0	2	573	0	1
3765	1	1	1	0	2	573	0	1
3766	1	1	1	0	2	573	0	1
3767	1	1	1	0	2	573	0	1
3768	1	1	1	0	2	573	0	1
3769	1	1	1	0	2	573	0	1
3770	1	1	1	0	2	573	0	1
3771	1	1	1	0	2	573	0	1
3772	1	1	1	0	2	573	0	1
3773	1	1	1	0	2	573	0	1
3784	1	1	1	0	2	573	0	1
3785	1	1	1	0	2	573	0	1
3786	1	1	1	0	2	573	0	1
3787	1	1	1	0	2	573	0	1
3788	1	1	1	0	2	573	0	1
3789	1	1	1	0	2	573	0	1
3790	1	1	1	0	2	573	0	1
3791	1	1	1	0	2	573	0	1
3792	1	1	1	0	2	573	0	1
3793	1	1	1	0	2	573	0	1
3804	1	1	1	0	2	573	0	1
3805	1	1	1	0	2	573	0	1
3806	1	1	1	0	2	573	0	1
3807	1	1	1	0	2	573	0	1
3808	1	1	1	0	2	573	0	1
3809	1	1	1	0	2	573	0	1
3810	1	1	1	0	2	573	0	1
3811	1	1	1	0	2	573	0	1
3812	1	1	1	0	2	573	0	1
3813	1	1	1	0	2	573	0	1
3824	1	1	1	0	2	573	0	1
3825	1	1	1	0	2	573	0	1
3826	1	1	1	0	2	573	0	1
3827	1	1	1	0	2	573	0	1
3828	1	1	1	0	2	573	0	1
3829	1	1	1	0	2	573	0	1
3830	1	1	1	0	2	573	0	1
3831	1	1	1	0	2	573	0	1
3832	1	1	1	0	2	573	0	1
3833	1	1	1	0	2	573	0	1
3844	1	1	1	0	2	573	0	1
3845	1	1	1	0	2	573	0	1
3846	1	1	1	0	2	573	0	1
3847	1	1	1	0	2	573	0	1
3848	1	1	1	0	2	573	0	1
3849	1	1	1	0	2	573	0	1
3850	1	1	1	0	2	573	0	1
3851	1	1	1	0	2	573	0	1
3852	1	1	1	0	2	573	0	1
3853	1	1	1	0	2	573	0	1
3864	1	1	1	0	2	573	0	1
3865	1	1	1	0	2	573	0	1
3866	1	1	1	0	2	573	0	1
3867	1	1	1	0	2	573	0	1
3868	1	1	1	0	2	573	0	1
3869	1	1	1	0	2	573	0	1
3870	1	1	1	0	2	573	0	1
3871	1	1	1	0	2	573	0	1
3872	1	1	1	0	2	573	0	1
3873	1	1	1	0	2	573	0	1
3884	1	1	1	0	2	573	0	1
3885	1	1	1	0	2	573	0	1
3886	1	1	1	0	2	573	0	1
3887	1	1	1	0	2	573	0	1
3888	1	1	1	0	2	573	0	1
3889	1	1	1	0	2	573	0	1
3890	1	1	1	0	2	573	0	1
3891	1	1	1	0	2	573	0	1
3892	1	1	1	0	2	573	0	1
3893	1	1	1	0	2	573	0	1
3904	1	1	1	0	2	573	0	1
3905	1	1	1	0	2	573	0	1
3906	1	1	1	0	2	573	0	1
3907	1	1	1	0	2	573	0	1
3908	1	1	1	0	2	573	0	1
3909	1	1	1	0	2	573	0	1
3910	1	1	1	0	2	573	0	1
3911	1	1	1	0	2	573	0	1
3912	1	1	1	0	2	573	0	1
3913	1	1	1	0	2	573	0	1
3924	1	1	1	0	2	573	0	1
3925	1	1	1	0	2	573	0	1
3926	1	1	1	0	2	573	0	1
3927	1	1	1	0	2	573	0	1
3928	1	1	1	0	2	573	0	1
3929	1	1	1	0	2	573	0	1
3930	1	1	1	0	2	573	0	1
3931	1	1	1	0	2	573	0	1
3932	1	1	1	0	2	573	0	1
3933	1	1	1	0	2	573	0	1
3944	1	1	1	0	2	573	0	1
3945	1	1	1	0	2	573	0	1
3946	1	1	1	0	2	573	0	1
3947	1	1	1	0	2	573	0	1
3948	1	1	1	0	2	573	0	1
3949	1	1	1	0	2	573	0	1
3950	1	1	1	0	2	573	0	1
3951	1	1	1	0	2	573	0	1
3952	1	1	1	0	2	573	0	1
3953	1	1	1	0	2	573	0	1
3964	1	1	1	0	2	573	0	1
3965	1	1	1	0	2	573	0	1
3966	1	1	1	0	2	573	0	1
3967	1	1	1	0	2	573	0	1
3968	1	1	1	0	2	573	0	1
3969	1	1	1	0	2	573	0	1
3970	1	1	1	0	2	573	0	1
3971	1	1	1	0	2	573	0	1
3972	1	1	1	0	2	573	0	1
3973	1	1	1	0	2	573	0	1
3984	1	1	1	0	2	573	0	1
3985	1	1	1	0	2	573	0	1
3986	1	1	1	0	2	573	0	1
3987	1	1	1	0	2	573	0	1
3988	1	1	1	0	2	573	0	1
3989	1	1	1	0	2	573	0	1
3990	1	1	1	0	2	573	0	1
3991	1	1	1	0	2	573	0	1
3992	1	1	1	0	2	573	0	1
3993	1	1	1	0	2	573	0	1
4004	1	1	1	0	2	573	0	1
4005	1	1	1	0	2	573	0	1
4006	1	1	1	0	2	573	0	1
4007	1	1	1	0	2	573	0	1
4008	1	1	1	0	2	573	0	1
4009	1	1	1	0	2	573	0	1
4010	1	1	1	0	2	573	0	1
4011	1	1	1	0	2	573	0	1
4012	1	1	1	0	2	573	0	1
4013	1	1	1	0	2	573	0	1
4024	1	1	1	0	2	573	0	1
4025	1	1	1	0	2	573	0	1
4026	1	1	1	0	2	573	0	1
4027	1	1	1	0	2	573	0	1
4028	1	1	1	0	2	573	0	1
4029	1	1	1	0	2	573	0	1
4030	1	1	1	0	2	573	0	1
4031	1	1	1	0	2	573	0	1
4032	1	1	1	0	2	573	0	1
4033	1	1	1	0	2	573	0	1
4044	1	1	1	0	2	573	0	1
4045	1	1	1	0	2	573	0	1
4046	1	1	1	0	2	573	0	1
4047	1	1	1	0	2	573	0	1
4048	1	1	1	0	2	573	0	1
4049	1	1	1	0	2	573	0	1
4050	1	1	1	0	2	573	0	1
4051	1	1	1	0	2	573	0	1
4052	1	1	1	0	2	573	0	1
4053	1	1	1	0	2	573	0	1
4064	1	1	1	0	2	573	0	1
4065	1	1	1	0	2	573	0	1
4066	1	1	1	0	2	573	0	1
4067	1	1	1	0	2	573	0	1
4068	1	1	1	0	2	573	0	1
4069	1	1	1	0	2	573	0	1
4070	1	1	1	0	2	573	0	1
4071	1	1	1	0	2	573	0	1
4072	1	1	1	0	2	573	0	1
4073	1	1	1	0	2	573	0	1
4084	1	1	1	0	2	573	0	1
4085	1	1	1	0	2	573	0	1
4086	1	1	1	0	2	573	0	1
4087	1	1	1	0	2	573	0	1
4088	1	1	1	0	2	573	0	1
4089	1	1	1	0	2	573	0	1
4090	1	1	1	0	2	573	0	1
4091	1	1	1	0	2	573	0	1
4092	1	1	1	0	2	573	0	1
4093	1	1	1	0	2	573	0	1
4104	1	1	1	0	2	573	0	1
4105	1	1	1	0	2	573	0	1
4106	1	1	1	0	2	573	0	1
4107	1	1	1	0	2	573	0	1
4108	1	1	1	0	2	573	0	1
4109	1	1	1	0	2	573	0	1
4110	1	1	1	0	2	573	0	1
4111	1	1	1	0	2	573	0	1
4112	1	1	1	0	2	573	0	1
4113	1	1	1	0	2	573	0	1
4124	1	1	1	0	2	573	0	1
4125	1	1	1	0	2	573	0	1
4126	1	1	1	0	2	573	0	1
4127	1	1	1	0	2	573	0	1
4128	1	1	1	0	2	573	0	1
4129	1	1	1	0	2	573	0	1
4130	1	1	1	0	2	573	0	1
4131	1	1	1	0	2	573	0	1
4132	1	1	1	0	2	573	0	1
4133	1	1	1	0	2	573	0	1
4144	1	1	1	0	2	573	0	1
4145	1	1	1	0	2	573	0	1
4146	1	1	1	0	2	573	0	1
4147	1	1	1	0	2	573	0	1
4148	1	1	1	0	2	573	0	1
4149	1	1	1	0	2	573	0	1
4150	1	1	1	0	2	573	0	1
4151	1	1	1	0	2	573	0	1
4152	1	1	1	0	2	573	0	1
4153	1	1	1	0	2	573	0	1
4164	1	1	1	0	2	573	0	1
4165	1	1	1	0	2	573	0	1
4166	1	1	1	0	2	573	0	1
4167	1	1	1	0	2	573	0	1
4168	1	1	1	0	2	573	0	1
4169	1	1	1	0	2	573	0	1
4170	1	1	1	0	2	573	0	1
4171	1	1	1	0	2	573	0	1
4172	1	1	1	0	2	573	0	1
4173	1	1	1	0	2	573	0	1
4184	1	1	1	0	2	573	0	1
4185	1	1	1	0	2	573	0	1
4186	1	1	1	0	2	573	0	1
4187	1	1	1	0	2	573	0	1
4188	1	1	1	0	2	573	0	1
4189	1	1	1	0	2	573	0	1
4190	1	1	1	0	2	573	0	1
4191	1	1	1	0	2	573	0	1
4192	1	1	1	0	2	573	0	1
4193	1	1	1	0	2	573	0	1
4204	1	1	1	0	2	573	0	1
4205	1	1	1	0	2	573	0	1
4206	1	1	1	0	2	573	0	1
4207	1	1	1	0	2	573	0	1
4208	1	1	1	0	2	573	0	1
4209	1	1	1	0	2	573	0	1
4210	1	1	1	0	2	573	0	1
4211	1	1	1	0	2	573	0	1
4212	1	1	1	0	2	573	0	1
4213	1	1	1	0	2	573	0	1
4224	1	1	1	0	2	573	0	1
4225	1	1	1	0	2	573	0	1
4226	1	1	1	0	2	573	0	1
4227	1	1	1	0	2	573	0	1
4228	1	1	1	0	2	573	0	1
4229	1	1	1	0	2	573	0	1
4230	1	1	1	0	2	573	0	1
4231	1	1	1	0	2	573	0	1
4232	1	1	1	0	2	573	0	1
4233	1	1	1	0	2	573	0	1
4244	1	1	1	0	2	573	0	1
4245	1	1	1	0	2	573	0	1
4246	1	1	1	0	2	573	0	1
4247	1	1	1	0	2	573	0	1
4248	1	1	1	0	2	573	0	1
4249	1	1	1	0	2	573	0	1
4250	1	1	1	0	2	573	0	1
4251	1	1	1	0	2	573	0	1
4252	1	1	1	0	2	573	0	1
4253	1	1	1	0	2	573	0	1
4264	1	1	1	0	2	573	0	1
4265	1	1	1	0	2	573	0	1
4266	1	1	1	0	2	573	0	1
4267	1	1	1	0	2	573	0	1
4268	1	1	1	0	2	573	0	1
4269	1	1	1	0	2	573	0	1
4270	1	1	1	0	2	573	0	1
4271	1	1	1	0	2	573	0	1
4272	1	1	1	0	2	573	0	1
4273	1	1	1	0	2	573	0	1
4284	1	1	1	0	2	573	0	1
4285	1	1	1	0	2	573	0	1
4286	1	1	1	0	2	573	0	1
4287	1	1	1	0	2	573	0	1
4288	1	1	1	0	2	573	0	1
4289	1	1	1	0	2	573	0	1
4290	1	1	1	0	2	573	0	1
4291	1	1	1	0	2	573	0	1
4292	1	1	1	0	2	573	0	1
4293	1	1	1	0	2	573	0	1
4304	1	1	1	0	2	573	0	1
4305	1	1	1	0	2	573	0	1
4306	1	1	1	0	2	573	0	1
4307	1	1	1	0	2	573	0	1
4308	1	1	1	0	2	573	0	1
4309	1	1	1	0	2	573	0	1
4310	1	1	1	0	2	573	0	1
4311	1	1	1	0	2	573	0	1
4312	1	1	1	0	2	573	0	1
4313	1	1	1	0	2	573	0	1
4324	1	1	1	0	2	573	0	1
4325	1	1	1	0	2	573	0	1
4326	1	1	1	0	2	573	0	1
4327	1	1	1	0	2	573	0	1
4328	1	1	1	0	2	573	0	1
4329	1	1	1	0	2	573	0	1
4330	1	1	1	0	2	573	0	1
4331	1	1	1	0	2	573	0	1
4332	1	1	1	0	2	573	0	1
4333	1	1	1	0	2	573	0	1
4344	1	1	1	0	2	573	0	1
4345	1	1	1	0	2	573	0	1
4346	1	1	1	0	2	573	0	1
4347	1	1	1	0	2	573	0	1
4348	1	1	1	0	2	573	0	1
4349	1	1	1	0	2	573	0	1
4350	1	1	1	0	2	573	0	1
4351	1	1	1	0	2	573	0	1
4352	1	1	1	0	2	573	0	1
4353	1	1	1	0	2	573	0	1
4364	1	1	1	0	2	573	0	1
4365	1	1	1	0	2	573	0	1
4366	1	1	1	0	2	573	0	1
4367	1	1	1	0	2	573	0	1
4368	1	1	1	0	2	573	0	1
4369	1	1	1	0	2	573	0	1
4370	1	1	1	0	2	573	0	1
4371	1	1	1	0	2	573	0	1
4372	1	1	1	0	2	573	0	1
4373	1	1	1	0	2	573	0	1
4384	1	1	1	0	2	573	0	1
4385	1	1	1	0	2	573	0	1
4386	1	1	1	0	2	573	0	1
4387	1	1	1	0	2	573	0	1
4388	1	1	1	0	2	573	0	1
4389	1	1	1	0	2	573	0	1
4390	1	1	1	0	2	573	0	1
4391	1	1	1	0	2	573	0	1
4392	1	1	1	0	2	573	0	1
4393	1	1	1	0	2	573	0	1
4395	1	1	1	0	2	573	0	1
4396	1	1	1	0	2	573	0	1
4397	1	1	1	0	2	573	0	1
