0	0	0
1.049	1400	1400
1.084	2800	4200
1.119	5600	9800
1.154	11200	21000
1.189	16800	37800
1.19	5600	43400
1.224	1400	44800
1.225	16800	61600
1.226	16800	78400
1.227	9800	88200
1.253	16800	105000
1.254	16800	121800
1.255	2800	124600
1.283	16800	141400
1.284	16800	158200
1.285	19600	177800
1.287	16800	194600
1.288	16800	211400
1.289	19600	231000
1.29	16800	247800
1.291	2800	250600
1.374	16800	267400
1.375	16800	284200
1.376	19600	303800
1.377	16800	320600
1.378	19600	340200
1.379	16800	357000
1.38	19600	376600
1.381	16800	393400
1.382	19600	413000
1.383	16800	429800
1.384	19600	449400
1.385	16800	466200
1.386	19600	485800
1.387	16800	502600
1.45	16800	519400
1.451	16800	536200
1.452	19600	555800
1.453	16800	572600
1.454	19600	592200
1.455	16800	609000
1.456	19600	628600
1.457	16800	645400
1.458	19600	665000
1.459	16800	681800
1.46	19600	701400
1.461	16800	718200
1.462	19600	737800
1.463	16800	754600
1.464	19600	774200
1.465	1400	775600
1.466	16800	792400
1.467	16800	809200
1.468	19600	828800
1.469	16800	845600
1.47	19600	865200
1.471	16800	882000
1.472	19600	901600
1.473	16800	918400
1.474	19600	938000
1.476	16800	954800
1.477	19600	974400
1.478	16800	991200
1.486	19600	1.0108e+06
1.487	16800	1.0276e+06
1.488	19600	1.0472e+06
1.489	16800	1.064e+06
1.49	19600	1.0836e+06
1.491	16800	1.1004e+06
1.492	16800	1.1172e+06
1.493	19600	1.1368e+06
1.494	16800	1.1536e+06
1.496	19600	1.1732e+06
1.497	16800	1.19e+06
1.498	19600	1.2096e+06
1.499	16800	1.2264e+06
1.5	19600	1.246e+06
1.501	16800	1.2628e+06
1.502	19600	1.2824e+06
1.503	16800	1.2992e+06
1.504	19600	1.3188e+06
1.506	16800	1.3356e+06
1.507	19600	1.3552e+06
1.508	16800	1.372e+06
1.509	19600	1.3916e+06
1.51	16800	1.4084e+06
1.511	16800	1.4252e+06
1.512	19600	1.4448e+06
1.513	16800	1.4616e+06
1.514	19600	1.4812e+06
1.516	16800	1.498e+06
1.517	19600	1.5176e+06
1.518	16800	1.5344e+06
1.519	19600	1.554e+06
1.52	16800	1.5708e+06
1.521	19600	1.5904e+06
1.522	16800	1.6072e+06
1.523	19600	1.6268e+06
1.524	16800	1.6436e+06
1.526	19600	1.6632e+06
1.527	16800	1.68e+06
1.528	19600	1.6996e+06
1.529	16800	1.7164e+06
1.53	16800	1.7332e+06
1.531	19600	1.7528e+06
1.532	16800	1.7696e+06
1.533	19600	1.7892e+06
1.534	16800	1.806e+06
1.536	19600	1.8256e+06
1.537	16800	1.8424e+06
1.538	19600	1.862e+06
1.539	16800	1.8788e+06
1.54	19600	1.8984e+06
1.541	16800	1.9152e+06
1.542	19600	1.9348e+06
1.543	16800	1.9516e+06
1.544	19600	1.9712e+06
1.546	16800	1.988e+06
1.547	19600	2.0076e+06
1.548	16800	2.0244e+06
1.549	16800	2.0412e+06
1.55	19600	2.0608e+06
1.551	16800	2.0776e+06
1.552	19600	2.0972e+06
1.553	16800	2.114e+06
1.554	19600	2.1336e+06
1.556	16800	2.1504e+06
1.557	19600	2.17e+06
1.558	16800	2.1868e+06
1.559	19600	2.2064e+06
1.56	16800	2.2232e+06
1.561	19600	2.2428e+06
1.562	16800	2.2596e+06
1.563	19600	2.2792e+06
1.564	16800	2.296e+06
1.566	19600	2.3156e+06
1.567	16800	2.3324e+06
1.568	16800	2.3492e+06
1.569	19600	2.3688e+06
1.57	16800	2.3856e+06
1.571	19600	2.4052e+06
1.572	16800	2.422e+06
1.573	19600	2.4416e+06
1.574	16800	2.4584e+06
1.576	19600	2.478e+06
1.577	16800	2.4948e+06
1.578	19600	2.5144e+06
1.579	16800	2.5312e+06
1.58	19600	2.5508e+06
1.581	16800	2.5676e+06
1.582	19600	2.5872e+06
1.583	16800	2.604e+06
1.584	19600	2.6236e+06
1.586	16800	2.6404e+06
1.587	16800	2.6572e+06
1.588	19600	2.6768e+06
1.589	16800	2.6936e+06
1.59	19600	2.7132e+06
