% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
2.093	2	1	210	4	1	28	9422	0	0
2.094	2	1	210	5	1	28	9422	0	0
2.099	2	1	210	10	1	28	9422	0	0
2.1	2	1	211	1	1	28	9422	0	0
2.101	2	1	211	2	1	28	9422	0	0
2.102	2	1	211	3	1	28	9422	0	0
2.103	2	1	211	4	1	28	9422	0	0
2.104	2	1	211	5	1	28	9422	0	0
2.105	2	1	211	6	1	28	9422	0	0
2.106	2	1	211	7	1	28	9422	0	0
2.111	2	1	212	2	1	28	9422	0	0
2.112	2	1	212	3	1	28	9422	0	0
2.113	2	1	212	4	1	28	9422	0	0
2.114	2	1	212	5	1	28	9422	0	0
2.115	2	1	212	6	1	28	9422	0	0
2.116	2	1	212	7	1	28	9422	0	0
2.117	2	1	212	8	1	28	9422	0	0
2.118	2	1	212	9	1	28	9422	0	0
2.119	2	1	212	10	1	28	9422	0	0
2.12	2	1	213	1	1	28	9422	0	0
2.121	2	1	213	2	1	28	9422	0	0
2.122	2	1	213	3	1	28	9422	0	0
2.123	2	1	213	4	1	28	9422	0	0
2.124	2	1	213	5	1	28	9422	0	0
2.125	2	1	213	6	1	28	9422	0	0
2.126	2	1	213	7	1	28	9422	0	0
2.127	2	1	213	8	1	28	9422	0	0
2.128	1	1	213	9	1	28	9422	0	0
2.128	2	1	213	9	1	28	9422	0	0
2.129	2	1	213	10	1	28	9422	0	0
2.13	2	1	214	1	1	28	9422	0	0
2.131	2	1	214	2	1	28	9422	0	0
2.132	2	1	214	3	1	28	9422	0	0
2.133	2	1	214	4	1	28	9422	0	0
2.134	2	1	214	5	1	28	9422	0	0
2.135	2	1	214	6	1	28	9422	0	0
2.136	2	1	214	7	1	28	9422	0	0
2.141	2	1	215	2	1	28	9422	0	0
2.142	2	1	215	3	1	28	9422	0	0
2.143	2	1	215	4	1	28	9422	0	0
2.144	2	1	215	5	1	28	9422	0	0
2.145	2	1	215	6	1	28	9422	0	0
2.146	2	1	215	7	1	28	9422	0	0
2.147	2	1	215	8	1	28	9422	0	0
2.148	2	1	215	9	1	28	9422	0	0
2.153	2	1	216	4	1	28	9422	0	0
2.154	2	1	216	5	1	28	9422	0	0
2.155	2	1	216	6	1	28	9422	0	0
2.156	2	1	216	7	1	28	9422	0	0
2.157	2	1	216	8	1	28	9422	0	0
2.158	2	1	216	9	1	28	9422	0	0
2.159	2	1	216	10	1	28	9422	0	0
2.16	2	1	217	1	1	28	9422	0	0
2.161	2	1	217	2	1	28	9422	0	0
2.162	2	1	217	3	1	28	9422	0	0
2.163	1	1	217	4	1	28	9422	0	0
2.163	2	1	217	4	1	28	9422	0	0
2.164	2	1	217	5	1	28	9422	0	0
2.165	2	1	217	6	1	28	9422	0	0
2.166	2	1	217	7	1	28	9422	0	0
2.167	2	1	217	8	1	28	9422	0	0
2.168	2	1	217	9	1	28	9422	0	0
2.169	2	1	217	10	1	28	9422	0	0
2.17	2	1	218	1	1	28	9422	0	0
2.171	2	1	218	2	1	28	9422	0	0
2.172	2	1	218	3	1	28	9422	0	0
2.173	2	1	218	4	1	28	9422	0	0
2.174	1	1	218	5	1	28	9422	0	0
2.174	2	1	218	5	1	28	9422	0	0
2.175	2	1	218	6	1	28	9422	0	0
2.176	2	1	218	7	1	28	9422	0	0
2.177	2	1	218	8	1	28	9422	0	0
2.182	2	1	219	3	1	28	9422	0	0
2.183	2	1	219	4	1	28	9422	0	0
2.184	2	1	219	5	1	28	9422	0	0
2.185	2	1	219	6	1	28	9422	0	0
2.186	2	1	219	7	1	28	9422	0	0
2.187	2	1	219	8	1	28	9422	0	0
2.188	2	1	219	9	1	28	9422	0	0
2.189	2	1	219	10	1	28	9422	0	0
2.194	2	1	220	5	1	28	9422	0	0
2.195	2	1	220	6	1	28	9422	0	0
2.196	2	1	220	7	1	28	9422	0	0
2.197	2	1	220	8	1	28	9422	0	0
2.198	2	1	220	9	1	28	9422	0	0
2.199	2	1	220	10	1	28	9422	0	0
2.2	2	1	221	1	1	28	9422	0	0
2.201	2	1	221	2	1	28	9422	0	0
2.202	2	1	221	3	1	28	9422	0	0
2.203	2	1	221	4	1	28	9422	0	0
2.204	2	1	221	5	1	28	9422	0	0
2.205	2	1	221	6	1	28	9422	0	0
2.206	2	1	221	7	1	28	9422	0	0
2.207	2	1	221	8	1	28	9422	0	0
2.208	2	1	221	9	1	28	9422	0	0
2.209	2	1	221	10	1	28	9422	0	0
2.21	2	1	222	1	1	28	9422	0	0
2.211	2	1	222	2	1	28	9422	0	0
2.212	2	1	222	3	1	28	9422	0	0
2.213	2	1	222	4	1	28	9422	0	0
2.214	2	1	222	5	1	28	9422	0	0
2.215	2	1	222	6	1	28	9422	0	0
2.216	2	1	222	7	1	28	9422	0	0
2.217	2	1	222	8	1	28	9422	0	0
2.218	1	1	222	9	1	28	9422	0	0
2.218	2	1	222	9	1	28	9422	0	0
2.219	2	1	222	10	1	28	9422	0	0
2.22	2	1	223	1	1	28	9422	0	0
2.221	2	1	223	2	1	28	9422	0	0
2.222	2	1	223	3	1	28	9422	0	0
2.223	2	1	223	4	1	28	9422	0	0
2.228	2	1	223	9	1	28	9422	0	0
2.229	2	1	223	10	1	28	9422	0	0
2.23	2	1	224	1	1	28	9422	0	0
2.231	2	1	224	2	1	28	9422	0	0
2.232	2	1	224	3	1	28	9422	0	0
2.233	2	1	224	4	1	28	9422	0	0
2.234	2	1	224	5	1	28	9422	0	0
2.235	2	1	224	6	1	28	9422	0	0
2.24	2	1	225	1	1	28	9422	0	0
2.241	2	1	225	2	1	28	9422	0	0
2.242	2	1	225	3	1	28	9422	0	0
2.243	2	1	225	4	1	28	9422	0	0
2.244	2	1	225	5	1	28	9422	0	0
2.245	2	1	225	6	1	28	9422	0	0
2.246	2	1	225	7	1	28	9422	0	0
2.247	2	1	225	8	1	28	9422	0	0
2.248	2	1	225	9	1	28	9422	0	0
2.249	2	1	225	10	1	28	9422	0	0
2.25	1	1	226	1	1	28	9422	0	0
2.25	2	1	226	1	1	28	9422	0	0
2.251	2	1	226	2	1	28	9422	0	0
2.252	2	1	226	3	1	28	9422	0	0
2.253	2	1	226	4	1	28	9422	0	0
2.254	2	1	226	5	1	28	9422	0	0
2.255	2	1	226	6	1	28	9422	0	0
2.256	2	1	226	7	1	28	9422	0	0
2.257	2	1	226	8	1	28	9422	0	0
2.258	2	1	226	9	1	28	9422	0	0
2.259	2	1	226	10	1	28	9422	0	0
2.26	2	1	227	1	1	28	9422	0	0
2.261	2	1	227	2	1	28	9422	0	0
2.262	2	1	227	3	1	28	9422	0	0
2.263	2	1	227	4	1	28	9422	0	0
2.264	2	1	227	5	1	28	9422	0	0
2.265	1	1	227	6	1	28	9422	0	0
2.265	2	1	227	6	1	28	9422	0	0
2.266	2	1	227	7	1	28	9422	0	0
2.267	2	1	227	8	1	28	9422	0	0
2.268	2	1	227	9	1	28	9422	0	0
2.269	2	1	227	10	1	28	9422	0	0
2.27	2	1	228	1	1	28	9422	0	0
2.271	2	1	228	2	1	28	9422	0	0
2.272	2	1	228	3	1	28	9422	0	0
2.277	2	1	228	8	1	28	9422	0	0
2.278	2	1	228	9	1	28	9422	0	0
2.279	2	1	228	10	1	28	9422	0	0
2.28	2	1	229	1	1	28	9422	0	0
2.281	2	1	229	2	1	28	9422	0	0
2.282	2	1	229	3	1	28	9422	0	0
2.283	2	1	229	4	1	28	9422	0	0
2.284	2	1	229	5	1	28	9422	0	0
2.289	2	1	229	10	1	28	9422	0	0
2.29	2	1	230	1	1	28	9422	0	0
2.291	2	1	230	2	1	28	9422	0	0
2.292	2	1	230	3	1	28	9422	0	0
2.293	2	1	230	4	1	28	9422	0	0
2.294	2	1	230	5	1	28	9422	0	0
2.295	2	1	230	6	1	28	9422	0	0
2.296	2	1	230	7	1	28	9422	0	0
2.297	2	1	230	8	1	28	9422	0	0
2.298	2	1	230	9	1	28	9422	0	0
2.299	1	1	230	10	1	28	9422	0	0
2.299	2	1	230	10	1	28	9422	0	0
2.3	2	1	231	1	1	28	9422	0	0
2.301	2	1	231	2	1	28	9422	0	0
2.302	2	1	231	3	1	28	9422	0	0
2.303	2	1	231	4	1	28	9422	0	0
2.304	2	1	231	5	1	28	9422	0	0
2.305	2	1	231	6	1	28	9422	0	0
2.306	2	1	231	7	1	28	9422	0	0
2.307	2	1	231	8	1	28	9422	0	0
2.308	2	1	231	9	1	28	9422	0	0
2.309	2	1	231	10	1	28	9422	0	0
2.314	2	1	232	5	1	28	9422	0	0
2.315	2	1	232	6	1	28	9422	0	0
2.316	2	1	232	7	1	28	9422	0	0
2.317	2	1	232	8	1	28	9422	0	0
2.318	2	1	232	9	1	28	9422	0	0
2.319	2	1	232	10	1	28	9422	0	0
2.32	2	1	233	1	1	28	9422	0	0
2.321	2	1	233	2	1	28	9422	0	0
2.326	2	1	233	7	1	28	9422	0	0
2.327	2	1	233	8	1	28	9422	0	0
2.328	2	1	233	9	1	28	9422	0	0
2.329	2	1	233	10	1	28	9422	0	0
2.33	2	1	234	1	1	28	9422	0	0
2.331	2	1	234	2	1	28	9422	0	0
2.332	2	1	234	3	1	28	9422	0	0
2.333	2	1	234	4	1	28	9422	0	0
2.334	2	1	234	5	1	28	9422	0	0
2.335	2	1	234	6	1	28	9422	0	0
2.336	1	1	234	7	1	28	9422	0	0
2.336	2	1	234	7	1	28	9422	0	0
2.337	2	1	234	8	1	28	9422	0	0
2.338	2	1	234	9	1	28	9422	0	0
2.339	2	1	234	10	1	28	9422	0	0
2.34	2	1	235	1	1	28	9422	0	0
2.341	2	1	235	2	1	28	9422	0	0
2.342	2	1	235	3	1	28	9422	0	0
2.343	2	1	235	4	1	28	9422	0	0
2.344	2	1	235	5	1	28	9422	0	0
2.345	2	1	235	6	1	28	9422	0	0
2.346	2	1	235	7	1	28	9422	0	0
2.347	1	1	235	8	1	28	9422	0	0
2.347	2	1	235	8	1	28	9422	0	0
2.348	2	1	235	9	1	28	9422	0	0
2.353	2	1	236	4	1	28	9422	0	0
2.354	2	1	236	5	1	28	9422	0	0
2.355	2	1	236	6	1	28	9422	0	0
2.356	2	1	236	7	1	28	9422	0	0
2.357	2	1	236	8	1	28	9422	0	0
2.358	2	1	236	9	1	28	9422	0	0
2.359	2	1	236	10	1	28	9422	0	0
2.36	2	1	237	1	1	28	9422	0	0
2.365	2	1	237	6	1	28	9422	0	0
2.366	2	1	237	7	1	28	9422	0	0
2.367	2	1	237	8	1	28	9422	0	0
2.368	2	1	237	9	1	28	9422	0	0
2.369	2	1	237	10	1	28	9422	0	0
2.37	2	1	238	1	1	28	9422	0	0
2.371	2	1	238	2	1	28	9422	0	0
2.372	2	1	238	3	1	28	9422	0	0
2.373	2	1	238	4	1	28	9422	0	0
2.374	2	1	238	5	1	28	9422	0	0
2.375	1	1	238	6	1	28	9422	0	0
2.375	2	1	238	6	1	28	9422	0	0
2.376	2	1	238	7	1	28	9422	0	0
2.377	2	1	238	8	1	28	9422	0	0
2.378	2	1	238	9	1	28	9422	0	0
2.379	2	1	238	10	1	28	9422	0	0
2.38	2	1	239	1	1	28	9422	0	0
2.381	2	1	239	2	1	28	9422	0	0
2.382	2	1	239	3	1	28	9422	0	0
2.383	2	1	239	4	1	28	9422	0	0
2.384	2	1	239	5	1	28	9422	0	0
2.385	2	1	239	6	1	28	9422	0	0
2.386	1	1	239	7	1	28	9422	0	0
2.386	2	1	239	7	1	28	9422	0	0
2.387	2	1	239	8	1	28	9422	0	0
2.392	2	1	240	3	1	28	9422	0	0
2.393	2	1	240	4	1	28	9422	0	0
2.394	2	1	240	5	1	28	9422	0	0
2.395	2	1	240	6	1	28	9422	0	0
2.396	2	1	240	7	1	28	9422	0	0
2.397	2	1	240	8	1	28	9422	0	0
2.398	2	1	240	9	1	28	9422	0	0
2.399	2	1	240	10	1	28	9422	0	0
2.403	2	1	241	4	1	28	9422	0	0
2.404	2	1	241	5	1	28	9422	0	0
2.405	2	1	241	6	1	28	9422	0	0
2.406	2	1	241	7	1	28	9422	0	0
2.407	2	1	241	8	1	28	9422	0	0
2.408	2	1	241	9	1	28	9422	0	0
2.409	2	1	241	10	1	28	9422	0	0
2.41	2	1	242	1	1	28	9422	0	0
2.411	2	1	242	2	1	28	9422	0	0
2.412	1	1	242	3	1	28	9422	0	0
2.412	2	1	242	3	1	28	9422	0	0
2.413	2	1	242	4	1	28	9422	0	0
2.414	2	1	242	5	1	28	9422	0	0
2.415	2	1	242	6	1	28	9422	0	0
2.416	2	1	242	7	1	28	9422	0	0
2.417	2	1	242	8	1	28	9422	0	0
2.418	2	1	242	9	1	28	9422	0	0
2.419	2	1	242	10	1	28	9422	0	0
2.42	2	1	243	1	1	28	9422	0	0
2.421	2	1	243	2	1	28	9422	0	0
2.422	2	1	243	3	1	28	9422	0	0
2.427	2	1	243	8	1	28	9422	0	0
2.428	2	1	243	9	1	28	9422	0	0
2.429	2	1	243	10	1	28	9422	0	0
2.43	2	1	244	1	1	28	9422	0	0
2.431	2	1	244	2	1	28	9422	0	0
2.432	2	1	244	3	1	28	9422	0	0
2.433	2	1	244	4	1	28	9422	0	0
2.434	2	1	244	5	1	28	9422	0	0
2.439	2	1	244	10	1	28	9422	0	0
2.44	2	1	245	1	1	28	9422	0	0
2.441	2	1	245	2	1	28	9422	0	0
2.442	2	1	245	3	1	28	9422	0	0
2.443	2	1	245	4	1	28	9422	0	0
2.444	2	1	245	5	1	28	9422	0	0
2.445	2	1	245	6	1	28	9422	0	0
2.446	2	1	245	7	1	28	9422	0	0
2.447	2	1	245	8	1	28	9422	0	0
2.448	1	1	245	9	1	28	9422	0	0
2.448	2	1	245	9	1	28	9422	0	0
2.449	2	1	245	10	1	28	9422	0	0
2.45	2	1	246	1	1	28	9422	0	0
2.451	2	1	246	2	1	28	9422	0	0
2.452	2	1	246	3	1	28	9422	0	0
2.453	2	1	246	4	1	28	9422	0	0
2.454	2	1	246	5	1	28	9422	0	0
2.455	2	1	246	6	1	28	9422	0	0
2.456	2	1	246	7	1	28	9422	0	0
2.457	2	1	246	8	1	28	9422	0	0
2.458	2	1	246	9	1	28	9422	0	0
2.459	1	1	246	10	1	28	9422	0	0
2.459	2	1	246	10	1	28	9422	0	0
2.464	2	1	247	5	1	28	9422	0	0
2.465	2	1	247	6	1	28	9422	0	0
2.466	2	1	247	7	1	28	9422	0	0
2.467	2	1	247	8	1	28	9422	0	0
2.468	2	1	247	9	1	28	9422	0	0
2.469	2	1	247	10	1	28	9422	0	0
2.47	2	1	248	1	1	28	9422	0	0
2.471	2	1	248	2	1	28	9422	0	0
2.475	2	1	248	6	1	28	9422	0	0
2.476	2	1	248	7	1	28	9422	0	0
2.477	2	1	248	8	1	28	9422	0	0
2.478	2	1	248	9	1	28	9422	0	0
2.479	2	1	248	10	1	28	9422	0	0
2.48	2	1	249	1	1	28	9422	0	0
2.481	2	1	249	2	1	28	9422	0	0
2.482	2	1	249	3	1	28	9422	0	0
2.483	2	1	249	4	1	28	9422	0	0
2.484	1	1	249	5	1	28	9422	0	0
2.484	2	1	249	5	1	28	9422	0	0
2.485	2	1	249	6	1	28	9422	0	0
2.486	2	1	249	7	1	28	9422	0	0
2.487	2	1	249	8	1	28	9422	0	0
2.488	2	1	249	9	1	28	9422	0	0
2.489	2	1	249	10	1	28	9422	0	0
2.49	2	1	250	1	1	28	9422	0	0
2.491	2	1	250	2	1	28	9422	0	0
2.492	2	1	250	3	1	28	9422	0	0
2.493	2	1	250	4	1	28	9422	0	0
2.494	2	1	250	5	1	28	9422	0	0
2.499	2	1	250	10	1	28	9422	0	0
2.5	2	1	251	1	1	28	9422	0	0
2.501	2	1	251	2	1	28	9422	0	0
2.502	2	1	251	3	1	28	9422	0	0
2.503	2	1	251	4	1	28	9422	0	0
2.504	2	1	251	5	1	28	9422	0	0
2.505	2	1	251	6	1	28	9422	0	0
2.506	2	1	251	7	1	28	9422	0	0
2.511	2	1	252	2	1	28	9422	0	0
2.512	2	1	252	3	1	28	9422	0	0
2.513	2	1	252	4	1	28	9422	0	0
2.514	2	1	252	5	1	28	9422	0	0
2.515	2	1	252	6	1	28	9422	0	0
2.516	2	1	252	7	1	28	9422	0	0
2.517	2	1	252	8	1	28	9422	0	0
2.518	2	1	252	9	1	28	9422	0	0
2.519	2	1	252	10	1	28	9422	0	0
2.52	1	1	253	1	1	28	9422	0	0
2.52	2	1	253	1	1	28	9422	0	0
2.521	2	1	253	2	1	28	9422	0	0
2.522	2	1	253	3	1	28	9422	0	0
2.523	2	1	253	4	1	28	9422	0	0
2.524	2	1	253	5	1	28	9422	0	0
2.525	2	1	253	6	1	28	9422	0	0
2.526	2	1	253	7	1	28	9422	0	0
2.527	2	1	253	8	1	28	9422	0	0
2.528	2	1	253	9	1	28	9422	0	0
2.529	2	1	253	10	1	28	9422	0	0
2.53	2	1	254	1	1	28	9422	0	0
2.531	1	1	254	2	1	28	9422	0	0
2.531	2	1	254	2	1	28	9422	0	0
2.536	2	1	254	7	1	28	9422	0	0
2.537	2	1	254	8	1	28	9422	0	0
2.538	2	1	254	9	1	28	9422	0	0
2.539	2	1	254	10	1	28	9422	0	0
2.54	2	1	255	1	1	28	9422	0	0
2.541	2	1	255	2	1	28	9422	0	0
2.542	2	1	255	3	1	28	9422	0	0
2.543	2	1	255	4	1	28	9422	0	0
2.547	2	1	255	8	1	28	9422	0	0
2.548	2	1	255	9	1	28	9422	0	0
2.549	2	1	255	10	1	28	9422	0	0
2.55	2	1	256	1	1	28	9422	0	0
2.551	2	1	256	2	1	28	9422	0	0
2.552	2	1	256	3	1	28	9422	0	0
2.553	2	1	256	4	1	28	9422	0	0
2.554	2	1	256	5	1	28	9422	0	0
2.555	2	1	256	6	1	28	9422	0	0
2.556	1	1	256	7	1	28	9422	0	0
2.556	2	1	256	7	1	28	9422	0	0
2.557	2	1	256	8	1	28	9422	0	0
2.558	2	1	256	9	1	28	9422	0	0
2.559	2	1	256	10	1	28	9422	0	0
2.56	2	1	257	1	1	28	9422	0	0
2.561	2	1	257	2	1	28	9422	0	0
2.562	2	1	257	3	1	28	9422	0	0
2.563	2	1	257	4	1	28	9422	0	0
2.564	2	1	257	5	1	28	9422	0	0
2.565	2	1	257	6	1	28	9422	0	0
2.566	2	1	257	7	1	28	9422	0	0
2.571	2	1	258	2	1	28	9422	0	0
2.572	2	1	258	3	1	28	9422	0	0
2.573	2	1	258	4	1	28	9422	0	0
2.574	2	1	258	5	1	28	9422	0	0
2.575	2	1	258	6	1	28	9422	0	0
2.576	2	1	258	7	1	28	9422	0	0
2.577	2	1	258	8	1	28	9422	0	0
2.578	2	1	258	9	1	28	9422	0	0
2.583	2	1	259	4	1	28	9422	0	0
2.584	2	1	259	5	1	28	9422	0	0
2.585	2	1	259	6	1	28	9422	0	0
2.586	2	1	259	7	1	28	9422	0	0
2.587	2	1	259	8	1	28	9422	0	0
2.588	2	1	259	9	1	28	9422	0	0
2.589	2	1	259	10	1	28	9422	0	0
2.59	2	1	260	1	1	28	9422	0	0
2.591	2	1	260	2	1	28	9422	0	0
2.592	1	1	260	3	1	28	9422	0	0
2.592	2	1	260	3	1	28	9422	0	0
2.593	2	1	260	4	1	28	9422	0	0
2.594	2	1	260	5	1	28	9422	0	0
2.595	2	1	260	6	1	28	9422	0	0
2.596	2	1	260	7	1	28	9422	0	0
2.597	2	1	260	8	1	28	9422	0	0
2.598	2	1	260	9	1	28	9422	0	0
2.599	2	1	260	10	1	28	9422	0	0
2.6	2	1	261	1	1	28	9422	0	0
2.601	2	1	261	2	1	28	9422	0	0
2.602	2	1	261	3	1	28	9422	0	0
2.603	1	1	261	4	1	28	9422	0	0
2.603	2	1	261	4	1	28	9422	0	0
2.608	2	1	261	9	1	28	9422	0	0
2.609	2	1	261	10	1	28	9422	0	0
2.61	2	1	262	1	1	28	9422	0	0
2.611	2	1	262	2	1	28	9422	0	0
2.612	2	1	262	3	1	28	9422	0	0
2.613	2	1	262	4	1	28	9422	0	0
2.614	2	1	262	5	1	28	9422	0	0
2.615	2	1	262	6	1	28	9422	0	0
2.619	2	1	262	10	1	28	9422	0	0
2.62	2	1	263	1	1	28	9422	0	0
2.621	2	1	263	2	1	28	9422	0	0
2.622	2	1	263	3	1	28	9422	0	0
2.623	2	1	263	4	1	28	9422	0	0
2.624	2	1	263	5	1	28	9422	0	0
2.625	2	1	263	6	1	28	9422	0	0
2.626	2	1	263	7	1	28	9422	0	0
2.627	2	1	263	8	1	28	9422	0	0
2.628	1	1	263	9	1	28	9422	0	0
2.628	2	1	263	9	1	28	9422	0	0
2.629	2	1	263	10	1	28	9422	0	0
2.63	2	1	264	1	1	28	9422	0	0
2.631	2	1	264	2	1	28	9422	0	0
2.632	2	1	264	3	1	28	9422	0	0
2.633	2	1	264	4	1	28	9422	0	0
2.634	2	1	264	5	1	28	9422	0	0
2.635	2	1	264	6	1	28	9422	0	0
2.636	2	1	264	7	1	28	9422	0	0
2.637	2	1	264	8	1	28	9422	0	0
2.638	2	1	264	9	1	28	9422	0	0
2.643	2	1	265	4	1	28	9422	0	0
2.644	2	1	265	5	1	28	9422	0	0
2.645	2	1	265	6	1	28	9422	0	0
2.646	2	1	265	7	1	28	9422	0	0
2.647	2	1	265	8	1	28	9422	0	0
2.648	2	1	265	9	1	28	9422	0	0
2.649	2	1	265	10	1	28	9422	0	0
2.65	2	1	266	1	1	28	9422	0	0
2.655	2	1	266	6	1	28	9422	0	0
2.656	2	1	266	7	1	28	9422	0	0
2.657	2	1	266	8	1	28	9422	0	0
2.658	2	1	266	9	1	28	9422	0	0
2.659	2	1	266	10	1	28	9422	0	0
2.66	2	1	267	1	1	28	9422	0	0
2.661	2	1	267	2	1	28	9422	0	0
2.662	2	1	267	3	1	28	9422	0	0
2.663	2	1	267	4	1	28	9422	0	0
2.664	1	1	267	5	1	28	9422	0	0
2.664	2	1	267	5	1	28	9422	0	0
2.665	2	1	267	6	1	28	9422	0	0
2.666	2	1	267	7	1	28	9422	0	0
2.667	2	1	267	8	1	28	9422	0	0
2.668	2	1	267	9	1	28	9422	0	0
2.669	2	1	267	10	1	28	9422	0	0
2.67	2	1	268	1	1	28	9422	0	0
2.671	2	1	268	2	1	28	9422	0	0
2.672	2	1	268	3	1	28	9422	0	0
2.673	2	1	268	4	1	28	9422	0	0
2.674	2	1	268	5	1	28	9422	0	0
2.675	1	1	268	6	1	28	9422	0	0
2.675	2	1	268	6	1	28	9422	0	0
2.68	2	1	269	1	1	28	9422	0	0
2.681	2	1	269	2	1	28	9422	0	0
2.682	2	1	269	3	1	28	9422	0	0
2.683	2	1	269	4	1	28	9422	0	0
2.684	2	1	269	5	1	28	9422	0	0
2.685	2	1	269	6	1	28	9422	0	0
2.686	2	1	269	7	1	28	9422	0	0
2.687	2	1	269	8	1	28	9422	0	0
2.691	2	1	270	2	1	28	9422	0	0
2.692	2	1	270	3	1	28	9422	0	0
2.693	2	1	270	4	1	28	9422	0	0
2.694	2	1	270	5	1	28	9422	0	0
2.695	2	1	270	6	1	28	9422	0	0
2.696	2	1	270	7	1	28	9422	0	0
2.697	2	1	270	8	1	28	9422	0	0
2.698	2	1	270	9	1	28	9422	0	0
2.699	2	1	270	10	1	28	9422	0	0
2.7	1	1	271	1	1	28	9422	0	0
2.7	2	1	271	1	1	28	9422	0	0
2.701	2	1	271	2	1	28	9422	0	0
2.702	2	1	271	3	1	28	9422	0	0
2.703	2	1	271	4	1	28	9422	0	0
2.704	2	1	271	5	1	28	9422	0	0
2.705	2	1	271	6	1	28	9422	0	0
2.706	2	1	271	7	1	28	9422	0	0
2.707	2	1	271	8	1	28	9422	0	0
2.708	2	1	271	9	1	28	9422	0	0
2.709	2	1	271	10	1	28	9422	0	0
2.71	2	1	272	1	1	28	9422	0	0
2.715	2	1	272	6	1	28	9422	0	0
2.716	2	1	272	7	1	28	9422	0	0
2.717	2	1	272	8	1	28	9422	0	0
2.718	2	1	272	9	1	28	9422	0	0
2.719	2	1	272	10	1	28	9422	0	0
2.72	2	1	273	1	1	28	9422	0	0
2.721	2	1	273	2	1	28	9422	0	0
2.722	2	1	273	3	1	28	9422	0	0
2.727	2	1	273	8	1	28	9422	0	0
2.728	2	1	273	9	1	28	9422	0	0
2.729	2	1	273	10	1	28	9422	0	0
2.73	2	1	274	1	1	28	9422	0	0
2.731	2	1	274	2	1	28	9422	0	0
2.732	2	1	274	3	1	28	9422	0	0
2.733	2	1	274	4	1	28	9422	0	0
2.734	2	1	274	5	1	28	9422	0	0
2.735	2	1	274	6	1	28	9422	0	0
2.736	1	1	274	7	1	28	9422	0	0
2.736	2	1	274	7	1	28	9422	0	0
2.737	2	1	274	8	1	28	9422	0	0
2.738	2	1	274	9	1	28	9422	0	0
2.739	2	1	274	10	1	28	9422	0	0
2.74	2	1	275	1	1	28	9422	0	0
2.741	2	1	275	2	1	28	9422	0	0
2.742	2	1	275	3	1	28	9422	0	0
2.743	2	1	275	4	1	28	9422	0	0
2.744	2	1	275	5	1	28	9422	0	0
2.745	2	1	275	6	1	28	9422	0	0
2.746	2	1	275	7	1	28	9422	0	0
2.747	1	1	275	8	1	28	9422	0	0
2.747	2	1	275	8	1	28	9422	0	0
2.752	2	1	276	3	1	28	9422	0	0
2.753	2	1	276	4	1	28	9422	0	0
2.754	2	1	276	5	1	28	9422	0	0
2.755	2	1	276	6	1	28	9422	0	0
2.756	2	1	276	7	1	28	9422	0	0
2.757	2	1	276	8	1	28	9422	0	0
2.758	2	1	276	9	1	28	9422	0	0
2.759	2	1	276	10	1	28	9422	0	0
2.763	2	1	277	4	1	28	9422	0	0
2.764	2	1	277	5	1	28	9422	0	0
2.765	2	1	277	6	1	28	9422	0	0
2.766	2	1	277	7	1	28	9422	0	0
2.767	2	1	277	8	1	28	9422	0	0
2.768	2	1	277	9	1	28	9422	0	0
2.769	2	1	277	10	1	28	9422	0	0
2.77	2	1	278	1	1	28	9422	0	0
2.771	2	1	278	2	1	28	9422	0	0
2.772	1	1	278	3	1	28	9422	0	0
2.772	2	1	278	3	1	28	9422	0	0
2.773	2	1	278	4	1	28	9422	0	0
2.774	2	1	278	5	1	28	9422	0	0
2.775	2	1	278	6	1	28	9422	0	0
2.776	2	1	278	7	1	28	9422	0	0
2.777	2	1	278	8	1	28	9422	0	0
2.778	2	1	278	9	1	28	9422	0	0
2.779	2	1	278	10	1	28	9422	0	0
2.78	2	1	279	1	1	28	9422	0	0
2.781	2	1	279	2	1	28	9422	0	0
2.782	2	1	279	3	1	28	9422	0	0
2.787	2	1	279	8	1	28	9422	0	0
2.788	2	1	279	9	1	28	9422	0	0
2.789	2	1	279	10	1	28	9422	0	0
2.79	2	1	280	1	1	28	9422	0	0
2.791	2	1	280	2	1	28	9422	0	0
2.792	2	1	280	3	1	28	9422	0	0
2.793	2	1	280	4	1	28	9422	0	0
2.794	2	1	280	5	1	28	9422	0	0
2.799	2	1	280	10	1	28	9422	0	0
2.8	2	1	281	1	1	28	9422	0	0
2.801	2	1	281	2	1	28	9422	0	0
2.802	2	1	281	3	1	28	9422	0	0
2.803	2	1	281	4	1	28	9422	0	0
2.804	2	1	281	5	1	28	9422	0	0
2.805	2	1	281	6	1	28	9422	0	0
2.806	2	1	281	7	1	28	9422	0	0
2.807	2	1	281	8	1	28	9422	0	0
2.808	1	1	281	9	1	28	9422	0	0
2.808	2	1	281	9	1	28	9422	0	0
2.809	2	1	281	10	1	28	9422	0	0
2.81	2	1	282	1	1	28	9422	0	0
2.811	2	1	282	2	1	28	9422	0	0
2.812	2	1	282	3	1	28	9422	0	0
2.813	2	1	282	4	1	28	9422	0	0
2.814	2	1	282	5	1	28	9422	0	0
2.815	2	1	282	6	1	28	9422	0	0
2.816	2	1	282	7	1	28	9422	0	0
